,title,artist,image,weeks,chart
384,,Lynyrd Skynyrd,https://charts-static.billboard.com/img/1973/09/lynyrd-skynyrd-748-53x53.jpg,91.0,artist-100
385,,Kid Cudi,https://charts-static.billboard.com/img/2009/12/kid-cudi-f7w-53x53.jpg,3.0,artist-100
386,,Eagles,https://charts-static.billboard.com/img/2017/08/eagles-53x53.jpg,65.0,artist-100
387,,AC/DC,https://charts-static.billboard.com/img/2017/06/ac-dc-53x53.jpg,42.0,artist-100
388,,Elton John,https://charts-static.billboard.com/img/1971/12/elton-john-qls-53x53.jpg,42.0,artist-100
389,,Summer Walker,https://charts-static.billboard.com/img/2018/09/summer-walker-1sj-53x53.jpg,32.0,artist-100
390,,Keith Urban,https://charts-static.billboard.com/img/1840/12/keith-urban-9lg-53x53.jpg,184.0,artist-100
391,,Guns N' Roses,https://charts-static.billboard.com/img/1840/12/guns-n-roses-vl1-53x53.jpg,15.0,artist-100
392,,Eminem,https://charts-static.billboard.com/img/2017/02/eminem-53x53.jpg,298.0,artist-100
393,,Prince,https://charts-static.billboard.com/img/1980/12/prince-vp8-53x53.jpg,69.0,artist-100
394,,Creedence Clearwater Revival,https://charts-static.billboard.com/img/1840/12/creedence-clearwater-revival-yus-53x53.jpg,11.0,artist-100
395,,Mustard,https://charts-static.billboard.com/img/2019/02/dj-mustard-jvk-53x53.jpg,40.0,artist-100
396,,Pink Floyd,https://charts-static.billboard.com/img/2017/05/pink-floyd-53x53.jpg,34.0,artist-100
397,,Florida Georgia Line,https://charts-static.billboard.com/img/2012/12/florida-georgia-line-wbf-53x53.jpg,276.0,artist-100
398,,Mac Miller,https://charts-static.billboard.com/img/2011/02/mac-miller-n1c.jpg,17.0,artist-100
399,,Arizona Zervas,https://charts-static.billboard.com/img/2019/11/arizona-zervas-egt-53x53.jpg,27.0,artist-100
400,,BTS,https://charts-static.billboard.com/img/2015/12/bts-4i5-53x53.jpg,187.0,social-50
401,,NCT 127,https://charts-static.billboard.com/img/2018/05/nct-127-yoz-artist-chart-51g-53x53.jpg,91.0,social-50
402,,NCT DREAM,https://charts-static.billboard.com/img/2018/08/nct-dream-iab-53x53.jpg,65.0,social-50
403,,GOT7,https://charts-static.billboard.com/img/2015/10/got7-xmt-53x53.jpg,142.0,social-50
404,,EXO,https://charts-static.billboard.com/img/2013/12/exo-ris-53x53.jpg,146.0,social-50
405,,Grimes,https://charts-static.billboard.com/img/2015/11/grimes-x8i-53x53.jpg,2.0,social-50
406,,Ariana Grande,https://charts-static.billboard.com/img/2011/02/ariana-grande-ypy-artist-chart-xj0-53x53.jpg,379.0,social-50
407,,SB19,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,21.0,social-50
408,,SEVENTEEN,https://charts-static.billboard.com/img/2017/06/seventeen-7d6-53x53.jpg,151.0,social-50
409,,Travis Scott,https://charts-static.billboard.com/img/2015/09/travis-scott-jll-53x53.jpg,58.0,social-50
410,,ASTRO,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,74.0,social-50
411,,Doja Cat,https://charts-static.billboard.com/img/2018/04/doja-cat-m37-53x53.jpg,11.0,social-50
412,,BLACKPINK,https://charts-static.billboard.com/img/2016/11/blackpink-jkd-artist-chart-xdy-53x53.jpg,133.0,social-50
413,,TOMORROW X TOGETHER,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,60.0,social-50
414,,Nogizaka 46,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,11.0,social-50
415,,Fiersa Besari,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,59.0,social-50
416,,BAEKHYUN,https://charts-static.billboard.com/img/2018/08/baekhyun-l1u-53x53.jpg,50.0,social-50
417,,ATEEZ,https://charts-static.billboard.com/img/2018/11/ateez-a0d-53x53.jpg,49.0,social-50
418,,MONSTA X,https://charts-static.billboard.com/img/2017/11/monsta-x-p1g-53x53.jpg,127.0,social-50
419,,Billie Eilish,https://charts-static.billboard.com/img/2017/05/billie-eilish-1e3-53x53.jpg,94.0,social-50
420,,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg,451.0,social-50
421,,DAY6,https://charts-static.billboard.com/img/2017/11/day6-gy6-53x53.jpg,13.0,social-50
422,,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,152.0,social-50
423,,WayV,https://charts-static.billboard.com/img/2019/01/wayv-9af-53x53.jpg,50.0,social-50
424,,Dua Lipa,https://charts-static.billboard.com/img/2015/12/dua-lipa-5k0-53x53.jpg,115.0,social-50
425,,NCT,https://charts-static.billboard.com/img/2018/03/nct-2e7-53x53.jpg,90.0,social-50
426,,Manu Gavassi,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,5.0,social-50
427,,Cardi B,https://charts-static.billboard.com/img/2017/03/cardi-b-mts-artist-chart-176-53x53.jpg,149.0,social-50
428,,TWICE,https://charts-static.billboard.com/img/2017/11/twice-hgw-artist-chart-z41-53x53.jpg,96.0,social-50
429,,Lauv,https://charts-static.billboard.com/img/2017/06/lauv-84o-53x53.jpg,11.0,social-50
430,,Stray Kids,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,80.0,social-50
431,,Lady Gaga,https://charts-static.billboard.com/img/2017/05/lady-gaga-53x53.jpg,453.0,social-50
432,,THE BOYZ,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,27.0,social-50
433,,Adele,https://charts-static.billboard.com/img/2009/12/adele-ee3-artist-chart-nd3-53x53.jpg,243.0,social-50
434,,Alok,https://charts-static.billboard.com/img/2016/11/alok-ujs-87x87.jpg,1.0,social-50
435,,Rihanna,https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg,468.0,social-50
436,,Nicki Minaj,https://charts-static.billboard.com/img/2010/12/nicki-minaj-thi-53x53.jpg,410.0,social-50
437,,Gusttavo Lima,https://charts-static.billboard.com/img/2012/12/gusttavo-lima-jpy-53x53.jpg,7.0,social-50
438,,Megan Thee Stallion,https://charts-static.billboard.com/img/2019/03/megan-thee-stallion-fnn-53x53.jpg,48.0,social-50
439,,Halsey,https://charts-static.billboard.com/img/2014/10/halsey-so0-53x53.jpg,148.0,social-50
440,,NU'EST,https://charts-static.billboard.com/img/2018/06/nuest-o6r-53x53.jpg,35.0,social-50
441,,Jackson Wang,https://charts-static.billboard.com/img/2018/06/jackson-wang-000-artist-chart-71v-53x53.jpg,22.0,social-50
442,,Lil Nas X,https://charts-static.billboard.com/img/2019/01/lil-nas-x-zl6-53x53.jpg,56.0,social-50
443,,Marshmello,https://charts-static.billboard.com/img/2016/10/marshmello-9ph-53x53.jpg,137.0,social-50
444,,Kimberly Loaiza,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,2.0,social-50
445,,Lil Baby,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,12.0,social-50
446,,Camila Cabello,https://charts-static.billboard.com/img/2016/01/camila-cabello-4tx-53x53.jpg,181.0,social-50
447,,Meek Mill,https://charts-static.billboard.com/img/2012/09/meek-mill-utw-53x53.jpg,92.0,social-50
448,,Michael Jackson,https://charts-static.billboard.com/img/1840/12/michael-jackson-9to-53x53.jpg,251.0,social-50
449,,Bad Bunny,https://charts-static.billboard.com/img/2017/08/bad-bunny-kt8-artist-chart-wqt-53x53.jpg,39.0,social-50
450,Savage,Megan Thee Stallion Featuring Beyonce,https://charts-static.billboard.com/img/2020/03/megan-thee-stallion-z0z-savage-7q2-53x53.jpg,7.0,streaming-songs
451,Toosie Slide,Drake,https://charts-static.billboard.com/img/2020/04/drake-p3d-toosie-slide-e5w-53x53.jpg,5.0,streaming-songs
452,Pain 1993,Drake Featuring Playboi Carti,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
453,Say So,Doja Cat Featuring Nicki Minaj,https://charts-static.billboard.com/img/2019/12/doja-cat-cd8-say-so-z1g-53x53.jpg,13.0,streaming-songs
454,Rockstar,DaBaby Featuring Roddy Ricch,https://charts-static.billboard.com/img/2017/01/dababy-sfn-53x53.jpg,3.0,streaming-songs
455,Chicago Freestyle,Drake Featuring Giveon,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
456,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",https://charts-static.billboard.com/img/2020/05/the-scotts-000-the-scotts-huk-53x53.jpg,2.0,streaming-songs
457,Blinding Lights,The Weeknd,https://charts-static.billboard.com/img/2019/12/the-weeknd-nsd-blinding-lights-gfd-53x53.jpg,21.0,streaming-songs
458,The Box,Roddy Ricch,https://charts-static.billboard.com/img/2019/12/roddy-ricch-eqp-the-box-2k7-53x53.jpg,22.0,streaming-songs
459,D4L,"Future, Drake & Young Thug",https://charts-static.billboard.com/img/1988/03/future-f8b-53x53.jpg,1.0,streaming-songs
460,Not You Too,Drake Featuring Chris Brown,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
461,Desires,Drake Featuring Future,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
462,Time Flies,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
463,Life Is Good,Future Featuring Drake,https://charts-static.billboard.com/img/2020/01/future-tsu-life-is-good-rko-53x53.jpg,17.0,streaming-songs
464,Deep Pockets,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
465,Demons,Drake Featuring Fivio Foreign & Sosa Geek,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
466,When To Say When,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
467,Blueberry Faygo,Lil Mosey,https://charts-static.billboard.com/img/2020/02/lil-mosey-hjw-blueberry-faygo-e1e-53x53.jpg,13.0,streaming-songs
468,Landed,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
469,Righteous,Juice WRLD,https://charts-static.billboard.com/img/2020/05/juice-wrld-t5o-righteous-5sk-53x53.jpg,2.0,streaming-songs
470,Roses (Imanbek Remix),SAINt JHN,https://charts-static.billboard.com/img/2019/10/saint-jhn-000-roses-n07-53x53.jpg,7.0,streaming-songs
471,From Florida With Love,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
472,Losses,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
473,I Hope,Gabby Barrett,https://charts-static.billboard.com/img/2019/03/gabby-barrett-l86-i-hope-mnv-53x53.jpg,6.0,streaming-songs
474,Don't Start Now,Dua Lipa,https://charts-static.billboard.com/img/2019/11/dua-lipa-eqf-dont-start-now-q9p-53x53.jpg,20.0,streaming-songs
475,War,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,streaming-songs
476,All In,Lil Baby,https://charts-static.billboard.com/img/2020/05/lil-baby-lbq-all-in-dbr-53x53.jpg,2.0,streaming-songs
477,Circles,Post Malone,https://charts-static.billboard.com/img/2019/09/post-malone-tp6-circles-sb0-53x53.jpg,36.0,streaming-songs
478,Whats Poppin,Jack Harlow,https://charts-static.billboard.com/img/2020/02/jack-harlow-ft9-whats-poppin-ddu-53x53.jpg,11.0,streaming-songs
479,Be Kind,Marshmello & Halsey,https://charts-static.billboard.com/img/2020/05/marshmello-000-be-kind-wth-53x53.jpg,1.0,streaming-songs
480,Intentions,Justin Bieber Featuring Quavo,https://charts-static.billboard.com/img/2020/02/justin-bieber-09y-intentions-w81-53x53.jpg,13.0,streaming-songs
481,We Paid,Lil Baby & 42 Dugg,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,1.0,streaming-songs
482,Death Bed,Powfu Featuring beabadoobee,https://charts-static.billboard.com/img/2020/03/powfu-000-death-bed-ne9-53x53.jpg,7.0,streaming-songs
483,Emotionally Scarred,Lil Baby,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,4.0,streaming-songs
484,Social Distancing,Lil Baby,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,1.0,streaming-songs
485,Party Girl,StaySolidRocky,https://charts-static.billboard.com/img/2020/05/staysolidrocky-000-party-girl-8dm-53x53.jpg,1.0,streaming-songs
486,Falling,Trevor Daniel,https://charts-static.billboard.com/img/2019/11/trevor-daniel-000-falling-gtf-53x53.jpg,24.0,streaming-songs
487,Someone You Loved,Lewis Capaldi,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0-53x53.jpg,44.0,streaming-songs
488,Walk Em Down,NLE Choppa Featuring Roddy Ricch,https://charts-static.billboard.com/img/2020/04/nle-choppa-7eu-walk-em-down-7lm-53x53.jpg,6.0,streaming-songs
489,Chasin' You,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-ur7-87x87.jpg,5.0,streaming-songs
490,Adore You,Harry Styles,https://charts-static.billboard.com/img/2019/12/harry-styles-psx-adore-you-n45-53x53.jpg,19.0,streaming-songs
491,Sicko Mode,Travis Scott,https://charts-static.billboard.com/img/2018/08/travis-scott-jll-53x53.jpg,67.0,streaming-songs
492,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,https://charts-static.billboard.com/img/2018/10/post-malone-tp6-sunflower-spiderman-into-the-spiderverse-knj-53x53.jpg,77.0,streaming-songs
493,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,https://charts-static.billboard.com/img/2019/08/diplo-i1q-heartless-sm0-53x53.jpg,6.0,streaming-songs
494,Dance Monkey,Tones And I,https://charts-static.billboard.com/img/2019/08/tones-and-i-e8g-dance-monkey-945-53x53.jpg,29.0,streaming-songs
495,Sunday Best,Surfaces,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,7.0,streaming-songs
496,High Fashion,Roddy Ricch Featuring Mustard,https://charts-static.billboard.com/img/2018/11/roddy-ricch-eqp-53x53.jpg,18.0,streaming-songs
497,HIGHEST IN THE ROOM,Travis Scott,https://charts-static.billboard.com/img/2019/10/travis-scott-jll-highest-in-the-room-1tw-53x53.jpg,24.0,streaming-songs
498,Suicidal,YNW Melly & Juice WRLD,https://charts-static.billboard.com/img/2019/12/ynw-melly-000-suicidal-ptj-53x53.jpg,20.0,streaming-songs
499,The Bones,Maren Morris,https://charts-static.billboard.com/img/2019/03/maren-morris-knd-the-bones-u43-53x53.jpg,11.0,streaming-songs
500,Blinding Lights,The Weeknd,https://charts-static.billboard.com/img/2019/12/the-weeknd-nsd-blinding-lights-gfd-53x53.jpg,16.0,radio-songs
501,Say So,Doja Cat,https://charts-static.billboard.com/img/2019/12/doja-cat-cd8-say-so-z1g-53x53.jpg,10.0,radio-songs
502,Don't Start Now,Dua Lipa,https://charts-static.billboard.com/img/2019/11/dua-lipa-eqf-dont-start-now-q9p-53x53.jpg,25.0,radio-songs
503,Adore You,Harry Styles,https://charts-static.billboard.com/img/2019/12/harry-styles-psx-adore-you-n45-53x53.jpg,21.0,radio-songs
504,Circles,Post Malone,https://charts-static.billboard.com/img/2019/09/post-malone-tp6-circles-sb0-53x53.jpg,35.0,radio-songs
505,My Oh My,Camila Cabello Featuring DaBaby,https://charts-static.billboard.com/img/2016/11/camila-cabello-53x53.jpg,16.0,radio-songs
506,The Box,Roddy Ricch,https://charts-static.billboard.com/img/2019/12/roddy-ricch-eqp-the-box-2k7-53x53.jpg,17.0,radio-songs
507,Intentions,Justin Bieber Featuring Quavo,https://charts-static.billboard.com/img/2020/02/justin-bieber-09y-intentions-w81-53x53.jpg,12.0,radio-songs
508,Toosie Slide,Drake,https://charts-static.billboard.com/img/2020/04/drake-p3d-toosie-slide-e5w-53x53.jpg,6.0,radio-songs
509,The Bones,Maren Morris,https://charts-static.billboard.com/img/2019/03/maren-morris-knd-the-bones-u43-53x53.jpg,27.0,radio-songs
510,Everything I Wanted,Billie Eilish,https://charts-static.billboard.com/img/2019/11/billie-eilish-acb-everything-i-wanted-mj1-53x53.jpg,21.0,radio-songs
511,Memories,Maroon 5,https://charts-static.billboard.com/img/2019/09/maroon-5-vhb-memories-cnj-53x53.jpg,32.0,radio-songs
512,Someone You Loved,Lewis Capaldi,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0-53x53.jpg,44.0,radio-songs
513,Savage,Megan Thee Stallion Featuring Beyonce,https://charts-static.billboard.com/img/2020/03/megan-thee-stallion-z0z-savage-7q2-53x53.jpg,4.0,radio-songs
514,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,https://charts-static.billboard.com/img/2019/10/the-black-eyed-peas-kvc-ritmo-bad-boys-for-life-2fu-53x53.jpg,16.0,radio-songs
515,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,https://charts-static.billboard.com/img/2019/06/thomas-rhett-2w0-beer-cant-fix-1ze-53x53.jpg,10.0,radio-songs
516,Chasin' You,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-ur7-87x87.jpg,10.0,radio-songs
517,Nobody But You,Blake Shelton Duet With Gwen Stefani,https://charts-static.billboard.com/img/2019/12/blake-shelton-m3d-nobody-but-you-29g-53x53.jpg,9.0,radio-songs
518,Life Is Good,Future Featuring Drake,https://charts-static.billboard.com/img/2020/01/future-tsu-life-is-good-rko-53x53.jpg,16.0,radio-songs
519,Falling,Trevor Daniel,https://charts-static.billboard.com/img/2019/11/trevor-daniel-000-falling-gtf-53x53.jpg,6.0,radio-songs
520,Does To Me,Luke Combs Featuring Eric Church,https://charts-static.billboard.com/img/2019/11/luke-combs-m9g-does-to-me-9ea-53x53.jpg,10.0,radio-songs
521,High Fashion,Roddy Ricch Featuring Mustard,https://charts-static.billboard.com/img/2018/11/roddy-ricch-eqp-53x53.jpg,5.0,radio-songs
522,Break My Heart,Dua Lipa,https://charts-static.billboard.com/img/2020/04/dua-lipa-eqf-break-my-heart-641-53x53.jpg,5.0,radio-songs
523,After A Few,Travis Denning,https://charts-static.billboard.com/img/2019/02/travis-denning-000-after-a-few-8ld-53x53.jpg,9.0,radio-songs
524,I Hope,Gabby Barrett,https://charts-static.billboard.com/img/2019/03/gabby-barrett-l86-i-hope-mnv-53x53.jpg,11.0,radio-songs
525,Hot Girl Bummer,blackbear,https://charts-static.billboard.com/img/2019/09/blackbear-nbm-hot-girl-bummer-nvt-53x53.jpg,22.0,radio-songs
526,Level Of Concern,twenty one pilots,https://charts-static.billboard.com/img/2020/04/twenty-one-pilots-1st-level-of-concern-8s6-53x53.jpg,3.0,radio-songs
527,I Hope You're Happy Now,Carly Pearce & Lee Brice,https://charts-static.billboard.com/img/2019/10/carly-pearce-rdp-i-hope-youre-happy-now-1s8-53x53.jpg,10.0,radio-songs
528,Heart On Ice,Rod Wave,https://charts-static.billboard.com/img/2019/11/rod-wave-000-heart-on-ice-02e-53x53.jpg,8.0,radio-songs
529,Before You Go,Lewis Capaldi,https://charts-static.billboard.com/img/2017/04/lewis-capaldi-s2h-53x53.jpg,4.0,radio-songs
530,Roses (Imanbek Remix),SAINt JHN,https://charts-static.billboard.com/img/2019/10/saint-jhn-000-roses-n07-53x53.jpg,2.0,radio-songs
531,Ballin',Mustard & Roddy Ricch,https://charts-static.billboard.com/img/2019/07/mustard-000-ballin-3hx-53x53.jpg,29.0,radio-songs
532,Death Bed,Powfu Featuring beabadoobee,https://charts-static.billboard.com/img/2020/03/powfu-000-death-bed-ne9-53x53.jpg,2.0,radio-songs
533,Sunday Best,Surfaces,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,3.0,radio-songs
534,Here And Now,Kenny Chesney,https://charts-static.billboard.com/img/2020/02/kenny-chesney-0nz-here-and-now-uwn-53x53.jpg,7.0,radio-songs
535,In Your Eyes,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,4.0,radio-songs
536,Supalonely,BENEE Featuring Gus Dapperton,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,2.0,radio-songs
537,Blueberry Faygo,Lil Mosey,https://charts-static.billboard.com/img/2020/02/lil-mosey-hjw-blueberry-faygo-e1e-53x53.jpg,1.0,radio-songs
538,In Between,Scotty McCreery,https://charts-static.billboard.com/img/2019/04/scotty-mccreery-qgz-in-between-01v-53x53.jpg,3.0,radio-songs
539,Catch,Brett Young,https://charts-static.billboard.com/img/2019/06/brett-young-9rw-catch-97n-53x53.jpg,15.0,radio-songs
540,Homemade,Jake Owen,https://charts-static.billboard.com/img/2019/06/jake-owen-17q-homemade-uhu-53x53.jpg,17.0,radio-songs
541,Hard To Forget,Sam Hunt,https://charts-static.billboard.com/img/2014/06/sam-hunt-2mf-87x87.jpg,2.0,radio-songs
542,Stuck With U,Ariana Grande & Justin Bieber,https://charts-static.billboard.com/img/2020/05/ariana-grande-and-justin-bieber-000-stuck-with-u-yqg-53x53.jpg,1.0,radio-songs
543,Come Thru,Summer Walker & Usher,https://charts-static.billboard.com/img/2018/09/summer-walker-1sj-87x87.jpg,9.0,radio-songs
544,Slow Down,Skip Marley & H.E.R.,https://charts-static.billboard.com/img/2017/05/skip-marley-53x53.jpg,2.0,radio-songs
545,Ride It.,Regard,https://charts-static.billboard.com/img/2019/08/dj-regard-rjm-ride-it-0z9-53x53.jpg,1.0,radio-songs
