,artist,track,chart,tracks_uri,albums_uris
849,The Bangles,Hazy Shade Of Winter,greatest-billboards-top-songs-80s,spotify:track:1JjJkeyqfaIqtwegVWSyx8,spotify:album:0CTCk1eshEadFqZ4NBfe9N
850,Nu Shooz,I Can't Wait,greatest-billboards-top-songs-80s,spotify:track:647q0KZHceDZTyLExHU0ue,spotify:album:3V2uj3rLi0Y6McyB4Tw84n
851,Tears For Fears,Head Over Heels,greatest-billboards-top-songs-80s,spotify:track:5lwQGZYF4BXOzFtXc5zk8q,spotify:album:06J93pgtDCUw6bsAQINhCs
852,Janet Jackson,What Have You Done For Me Lately,greatest-billboards-top-songs-80s,spotify:track:5kMb4J8QSUaXuVu75bc7uO,spotify:album:5rgQevCH5hYBGnNkWQwjsI
853,Greg Kihn Band,Jeopardy,greatest-billboards-top-songs-80s,spotify:track:7LmDmvqagpX0PKxveGtZTa,spotify:album:0bKkOfLzf0a3gl9I0Yrm3M
854,The Rolling Stones,Emotional Rescue,greatest-billboards-top-songs-80s,spotify:track:5IATbFZds3cbOx8YxuMuko,spotify:album:5mEjFOLcBs94wSchOtMCTB
855,Taylor Dayne,With Every Beat Of My Heart,greatest-billboards-top-songs-80s,spotify:track:3hK26G5cYhJ9KjcUy1aBRk,spotify:album:2Zfh05UDjO13pJqtVcr8b9
856,Toto,Africa,greatest-billboards-top-songs-80s,spotify:track:2374M0fQpWi3dLnB54qaLX,spotify:album:62U7xIHcID94o20Of5ea4D
857,Journey,Who's Crying Now,greatest-billboards-top-songs-80s,spotify:track:5IK2FtuC0qmHHam9sWFxUI,spotify:album:43wpzak9OmQfrjyksuGwp0
858,Love,So Alive,greatest-billboards-top-songs-80s,spotify:track:6amZm52SfS7d6oCEu9NDMl,spotify:album:7ySBlv1N2wbYcaIwHBcBuy
859,Kenny Rogers,I Don't Need You,greatest-billboards-top-songs-80s,spotify:track:2FOIK633FgeVKWGl4bjSZU,spotify:album:0RlTMOUZMLq2Tmj6K9NgX6
860,Heart,Never,greatest-billboards-top-songs-80s,spotify:track:12hI0LzeSs2Ok2qrf1TtBO,spotify:album:3pLimjWjLrKEIrh36UvwHZ
861,Richard Marx,Satisfied,greatest-billboards-top-songs-80s,spotify:track:4V87hYB94wu8DFtd901riK,spotify:album:0Zf6FJVyK6qUxmg1WMNruG
862,Janet Jackson,Nasty,greatest-billboards-top-songs-80s,spotify:track:6UKPyuwy4fjLFvsZZd71C7,spotify:album:3OwSJwmIC3lB5heK6kYKQM
863,Prince,Purple Rain,greatest-billboards-top-songs-80s,spotify:track:54X78diSLoUDI3joC2bjMz,spotify:album:7nXJ5k4XgRj5OLg9m8V3zc
864,Cyndi Lauper,She Bop,greatest-billboards-top-songs-80s,spotify:track:2FAL6hxj5Qxuj0kWOkEOsF,spotify:album:1FvdZ1oizXwF9bxogujoF0
865,Ronnie Milsap,(There's) No Gettin' Over Me,greatest-billboards-top-songs-80s,spotify:track:2bRnP6FjtlASGsDtcgRVuI,spotify:album:4rfNPJR54mFLPz6FzV2TI8
866,Men At Work,Overkill,greatest-billboards-top-songs-80s,spotify:track:3iA4foXIFpekwHyma7pRs1,spotify:album:4GDchmJ8oESRJ58cDXvnE0
867,Cher,If I Could Turn Back Time,greatest-billboards-top-songs-80s,spotify:track:51pc5BLYpNIM5qFRiWT4px,spotify:album:3pLimjWjLrKEIrh36UvwHZ
868,Joe Jackson,Steppin' Out,greatest-billboards-top-songs-80s,spotify:track:0tBTnrMcc91qKP9dHqhsS7,spotify:album:0qXKy00l8syNSBNjE15o4t
869,Bruce Springsteen,Hungry Heart,greatest-billboards-top-songs-80s,spotify:track:1KsI8NEeAna8ZIdojI3FiT,spotify:album:6YNIEeDWqC09YIWzhoSVLg
870,The Pointer Sisters,Neutron Dance,greatest-billboards-top-songs-80s,spotify:track:73XBEM0gcXc3lku1KwaLGS,spotify:album:7oiDQdZ810FzweT2fm3tAP
871,The Cars,Shake It Up,greatest-billboards-top-songs-80s,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,spotify:album:4lDlCfyIhAXwP3hO2GVUaw
872,Bon Jovi,Born To Be My Baby,greatest-billboards-top-songs-80s,spotify:track:50ZpPgU81payZxI2H7QXNM,spotify:album:3mcKOl0KNe65BqiBa40WxR
873,Information Society,What's On Your Mind (Pure Energy),greatest-billboards-top-songs-80s,spotify:track:0sId1fkKRfPlyMMOSVShng,spotify:album:3bv0NUg3BXwT5Uh4PW4zUD
874,Donny Osmond,Soldier Of Love,greatest-billboards-top-songs-80s,spotify:track:4LAZnWUVBTgoXPAAB9hDpM,spotify:album:3i2GZvrOvjbB427nSl5j1L
875,The Oak Ridge Boys,Elvira,greatest-billboards-top-songs-80s,spotify:track:53IGTPnv0L7bZeqrSezihr,spotify:album:5dU40ZgM4BMaB1PMB3e9jY
876,Thompson Twins,Hold Me Now,greatest-billboards-top-songs-80s,spotify:track:1B1Y52ftMyCmgjPsEMQDqq,spotify:album:0EKvjXCkgxeH6YjfN7ScYR
877,Sheena Easton,The Lover In Me,greatest-billboards-top-songs-80s,spotify:track:6pvIzUyq2yxvIEIK8i6hRs,spotify:album:7c3FMymY4UvkHkF1yV2hdO
878,The Georgia Satellites,Keep Your Hands To Yourself,greatest-billboards-top-songs-80s,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,spotify:album:0obHqsEpkaCWGWGjxcdXel
879,Thomas Dolby,She Blinded Me With Science,greatest-billboards-top-songs-80s,spotify:track:0BWravaqj9rKdOU8RWXhuf,spotify:album:3ajWsun4JhB2GmKXWzVVj9
880,Foreigner,Urgent,greatest-billboards-top-songs-80s,spotify:track:6QkR93RevDDOxHJsndq2HF,spotify:album:4VRXqPaa2ZTwC2AG364RWO
881,Howard Jones,Things Can Only Get Better,greatest-billboards-top-songs-80s,spotify:track:1RbOObDFn7GOseR1w529Zj,spotify:album:1V8qUSg1WAHf3dCrVYdJ5Z
882,Michael Jackson,Dirty Diana,greatest-billboards-top-songs-80s,spotify:track:4FC7GMnGwYeAjuvC83Srbs,spotify:album:2X8UOIkZQdcz2Hi5Ynt2uk
883,The Honeydrippers,Sea Of Love,greatest-billboards-top-songs-80s,spotify:track:0VMGij4wSGBM5pSTcqjxeD,spotify:album:0fwGgCBAMQ0ItsxR7yBE8O
884,Great White,Once Bitten Twice Shy,greatest-billboards-top-songs-80s,spotify:track:7pkWZL0kA26s754CwyK0SH,spotify:album:0gPfgxBDkrtJgwIkziS8LI
885,INXS,Devil Inside,greatest-billboards-top-songs-80s,spotify:track:6IDRBt6FFwNFCoXdPaQfK1,spotify:album:6KlKkW4iU4fbPCTuEdtQb8
886,Jack Wagner,All I Need,greatest-billboards-top-songs-80s,spotify:track:7LLBFAlUOE6rUHDePQL57a,spotify:album:3qACv15ugrv27FTQMXwhha
887,Stevie Nicks,Leather And Lace,greatest-billboards-top-songs-80s,spotify:track:2npStoMbQxG1LcIeF4PZrj,spotify:album:2zLZzOfiwQ4hnPCu2gVtKB
888,Robert Palmer,I Didn't Mean To Turn You On,greatest-billboards-top-songs-80s,spotify:track:4JF9MKFo5i85o5ap1JHKYE,spotify:album:73bPiJRwVPkE8dpyCikfFd
889,Air Supply,Lost In Love,greatest-billboards-top-songs-80s,spotify:track:6MfVSA5iKBPHzo6RGARjL0,spotify:album:3fB2z5YtmKvSCu77Z3nTnW
890,Pat Benatar,We Belong,greatest-billboards-top-songs-80s,spotify:track:665Jxlgi1HamPKbW1vwzx4,spotify:album:5qxb9JwzVz5EqegShruoM8
891,Pet Shop Boys ,What Have I Done To Deserve This?,greatest-billboards-top-songs-80s,spotify:track:6SoXgLYqIDiR7Q4Npijwnp,spotify:album:7hkIf8sKiJKRjADB2xan74
892,Eddie Rabbitt,Step By Step,greatest-billboards-top-songs-80s,spotify:track:49HfSdzgsXmzbZPMZ560Xn,spotify:album:6NPl3jEs80qKHd4Y5yo83u
893,The Bangles,Manic Monday,greatest-billboards-top-songs-80s,spotify:track:7Di7t9yGoxdZRLAt5a4pi0,spotify:album:2ta5ItEJ00a6xgQ601xgSd
894,Air Supply,Even The Nights Are Better,greatest-billboards-top-songs-80s,spotify:track:09bRmFRViBORKQ2miwp04P,spotify:album:0jWQH4FmSo5CUbRnMvvMoL
895,Lionel Richie,Stuck On You,greatest-billboards-top-songs-80s,spotify:track:6HPLeKiNm92RbykX2BDTUB,spotify:album:5U0NU0T1JKIJwgq2ZDWb2T
896,The Jets,Crush On You,greatest-billboards-top-songs-80s,spotify:track:3WFalDwGOHoCjSNc1dr7Hk,spotify:album:7iNVjh1HxUOPDlF6xzGlgV
897,Harold Faltermeyer,Axel F,greatest-billboards-top-songs-80s,spotify:track:2kgqupahrJpYB4r1poTXEY,spotify:album:5PmMpqpQl9DyiddbZLnthc
898,Madonna,Causing A Commotion,greatest-billboards-top-songs-80s,spotify:track:3sX3c6QUPSAiKf77RZRf5B,spotify:album:21vHnROXDZY51gJxsjTLXZ
899,John Mellencamp,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),greatest-billboards-top-songs-80s,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,spotify:album:1BYEhfr8qQGNhbqPAbfnxk
900,Chicago,I Don't Wanna Live Without Your Love,greatest-billboards-top-songs-80s,spotify:track:7egxDkaA0A2vXaB6p7zJvo,spotify:album:6CttJqwyQqtUbElzGjNrHa
901,Dan Fogelberg,Longer,greatest-billboards-top-songs-80s,spotify:track:56ilrbKJF2bph5W6eZaM5E,spotify:album:7GnMeBxDvE6wJ4Iu6Xdb2a
902,Madonna,Express Yourself,greatest-billboards-top-songs-80s,spotify:track:6ioBgySxoeQKALvAeLEmId,spotify:album:43lok9zd7BW5CoYkXZs7S0
903,Eddie Rabbitt,You And I,greatest-billboards-top-songs-80s,spotify:track:7sWlOFUnQShNdxgk1B0TuW,spotify:album:532JCZV9eoJkF8fgOtwYkE
904,New Edition,Cool It Now,greatest-billboards-top-songs-80s,spotify:track:5TrBpI6fSSMKKT3D5eOdkd,spotify:album:433ThPIQOF0seazMK6NNk9
905,Matthew Wilder,Break My Stride,greatest-billboards-top-songs-80s,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,spotify:album:2coqGqbnSCAy740mClWesA
906,Rod Stewart,My Heart Can't Tell You No,greatest-billboards-top-songs-80s,spotify:track:1Xxtmn2DBDaCQr8WDiLZDp,spotify:album:6GpiCIZlyFAZ8ptD9lXQMF
907,Chicago,Hard Habit To Break,greatest-billboards-top-songs-80s,spotify:track:3Tows9RnoAq9CmMJaII2cO,spotify:album:1ICKrl6sDjJD1YdR9VDfPR
908,Pat Benatar,Love Is A Battlefield,greatest-billboards-top-songs-80s,spotify:track:0viZ7D81W8pD65TkzaFkXT,spotify:album:61iFpQNq3gxt6mVQAUOK9F
909,Janet Jackson,Let's Wait Awhile,greatest-billboards-top-songs-80s,spotify:track:1TSToAkH7rfXgaqlaFr5S9,spotify:album:5rgQevCH5hYBGnNkWQwjsI
910,The J. Geils Band,Freeze-frame,greatest-billboards-top-songs-80s,spotify:track:6QqK6a1CmV4L504uMQaGDH,spotify:album:48joW5905AMbTFLvy8ZWch
911,Survivor,The Search Is Over,greatest-billboards-top-songs-80s,spotify:track:1M3xrSPzPcKkCnXGHFPKaw,spotify:album:7t6t815Z23bjBVU4Qon6HD
912,Juice Newton,Angel Of The Morning,greatest-billboards-top-songs-80s,spotify:track:6NVB6W7G3svCKe5zB7kY8q,spotify:album:0fSvQOkU8rRgcsW6MerdVw
913,New Kids On The Block,You Got It (The Right Stuff),greatest-billboards-top-songs-80s,spotify:track:4buDeg67vos7KP1yHrS9wl,spotify:album:0W7mquARagPr9V1N0nHYgK
914,The Cars,Drive,greatest-billboards-top-songs-80s,spotify:track:2lFFiNm0XtgJ6wkdncTB4k,spotify:album:7LPfdVDw4uXf9Bw5LQDESf
915,Stevie Nicks,Talk To Me,greatest-billboards-top-songs-80s,spotify:track:0lqNtjLgTJYScspOhJXxtx,spotify:album:0guJSEAsHAQ1gXPC18u7hc
916,Debbie Gibson,Out Of The Blue,greatest-billboards-top-songs-80s,spotify:track:6FEUudcaI4OtY6i6pGfWVy,spotify:album:1KdT7ZJhOeHyjy9LrrExic
917,The Jets,Make It Real,greatest-billboards-top-songs-80s,spotify:track:7h0aTBkrUGDbGR12DJf3XX,spotify:album:5Blpyax2t6kHbjP3rak1fB
918,Def Leppard,Armageddon It,greatest-billboards-top-songs-80s,spotify:track:16MQZkAIAAtI4X5NuiEwuq,spotify:album:31oeDyCOLhgeZyktfxo0pE
919,Air Supply,Sweet Dreams,greatest-billboards-top-songs-80s,spotify:track:3sVAq83i04vSLVRNXWKfMO,spotify:album:1Z0JbC9RPMJNxE82vTQcIX
920,Ray Parker Jr. ,A Woman Needs Love (Just Like You Do),greatest-billboards-top-songs-80s,spotify:track:0DEwNI2DgasX1eprqCivJk,spotify:album:38993ejU6at3J4b0fxIien
921,Van Halen,Why Can't This Be Love,greatest-billboards-top-songs-80s,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,spotify:album:5Ew5vOg3PYyT9QUPCrdIZq
922,Genesis,In Too Deep,greatest-billboards-top-songs-80s,spotify:track:4tmvNDYDxzspyUTVckmwI9,spotify:album:5BDGtXKMQ6k267KX4PoGhP
923,Nena,99 Luftballons,greatest-billboards-top-songs-80s,spotify:track:4ZhPLoMzZwewHLLjV1J15c,spotify:album:78hVLZZJhaXgrnfXKc6yxF
924,INXS,What You Need,greatest-billboards-top-songs-80s,spotify:track:5jC0WEuk3NQlWoh91CDwOS,spotify:album:2A5QVgoJt1FZl7GmM4REzr
925,Juice Newton,The Sweetest Thing (I've Ever Known),greatest-billboards-top-songs-80s,spotify:track:3EFgVWb1TAYP3CF17BB4fU,spotify:album:0fSvQOkU8rRgcsW6MerdVw
926,Howard Jones,No One Is To Blame,greatest-billboards-top-songs-80s,spotify:track:2K5LRXf7eGH9HzdeNPZc2a,spotify:album:5yltR2jKRRWoXBcGR6ILix
927,Steve Perry,"Oh, Sherrie",greatest-billboards-top-songs-80s,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,spotify:album:0laWXQxeNNyr3N6waUu4tw
928,Ray Parker Jr.,The Other Woman,greatest-billboards-top-songs-80s,spotify:track:7ubq5fqmcPhfg1Q8s3HbbA,spotify:album:5im4z1aNSvWJEnOclEGErW
929,Kool ,Joanna,greatest-billboards-top-songs-80s,spotify:track:6edQfeOlqbGteYixpJl3Sm,spotify:album:1rDjSDjjzVfpnsb3GgREFf
930,Belinda Carlisle,I Get Weak,greatest-billboards-top-songs-80s,spotify:track:5PrhBYkGWarC0svMMuQzlB,spotify:album:08pQhv89ezKOhOKqZner5D
931,The S.O.S. Band,Take Your Time (Do It Right) Part 1,greatest-billboards-top-songs-80s,spotify:track:2Towx4NwbIhFGhjobYfeTU,spotify:album:0jpXNdHAKFmNW0Bo8GFd8r
932,Huey Lewis ,Hip To Be Square,greatest-billboards-top-songs-80s,spotify:track:648BMGrt98kUbLo24A4vgj,spotify:album:5L0vaNLbzgP8RIJqs1zamE
933,Cameo,Word Up,greatest-billboards-top-songs-80s,spotify:track:1A9ThRbRwZiIqYuZ3ifAEf,spotify:album:3OwSJwmIC3lB5heK6kYKQM
934,Suzanne Vega,Luka,greatest-billboards-top-songs-80s,spotify:track:48Ej1CDmpsETlImicgiXWC,spotify:album:5t4dbJ8zlmAKv5OuraAWrL
935,Fleetwood Mac,Little Lies,greatest-billboards-top-songs-80s,spotify:track:4CoSCPlKNrWli7E5kFtbcl,spotify:album:4AsXQ17Arq1cUVoa9dKJ3F
936,George Benson,Give Me The Night,greatest-billboards-top-songs-80s,spotify:track:62GYoGszQfROZswLee6W3O,spotify:album:1IcNxT9zu74BfNhuHD9MBN
937,Terence Trent D'Arby,Sign Your Name,greatest-billboards-top-songs-80s,spotify:track:3lIpkjFnRxJ6Uvm8DgtgfV,spotify:album:0nw38yniBfbluS93FdYcbE
938,Tears For Fears,Sowing The Seeds Of Love,greatest-billboards-top-songs-80s,spotify:track:0PbAyLrJRDxckQBLQ2Addc,spotify:album:4oel5wcfKxpWxJuC4VbtuO
939,Orchestral Manoeuvres In The Dark,If You Leave,greatest-billboards-top-songs-80s,spotify:track:05oFyvdztPdpwSwpoclD4c,spotify:album:3FSWIgpM4r649Pgr6KoMNf
940,Europe,Carrie,greatest-billboards-top-songs-80s,spotify:track:29wJiSQcze8HEmxkUQykyp,spotify:album:5Jkd47JEaCU1g4DcGBnHm3
941,Robbie Dupree,Steal Away,greatest-billboards-top-songs-80s,spotify:track:3MshXF4YQRoFw82plcsUge,spotify:album:08zLU0fv6Dp4E16GUPeRTm
942,John Mellencamp,Small Town,greatest-billboards-top-songs-80s,spotify:track:2HsjJJL4DhPCzMlnaGv7ap,spotify:album:1BYEhfr8qQGNhbqPAbfnxk
943,Rod Stewart,Passion,greatest-billboards-top-songs-80s,spotify:track:0vZCwj0Mq5uS8GwSIYo6Y7,spotify:album:27JkLpdO8Mh29l6k3hpQNF
944,Arcadia,Election Day,greatest-billboards-top-songs-80s,spotify:track:638poNnWFgzt7UJBQ5SWtM,spotify:album:45CkfLvmv7Aub6mFc7QwI8
945,Billy Preston ,With You I'm Born Again,greatest-billboards-top-songs-80s,spotify:track:1tb7cCFJl0KdWJHjVIcaTj,spotify:album:7LagigvT28XWa85Xetjh2o
946,The Jets,You Got It All,greatest-billboards-top-songs-80s,spotify:track:2Q8O2gJdC1uUHtL1fSbP2j,spotify:album:5Blpyax2t6kHbjP3rak1fB
947,Animotion,Obsession,greatest-billboards-top-songs-80s,spotify:track:7gd2tkbcXCjBO1k6fDW2Gn,spotify:album:77zu6NfDouq2TomJaVadKb
948,Sade,Smooth Operator,greatest-billboards-top-songs-80s,spotify:track:3XEtw7t4V5sfd2vtkp0ql7,spotify:album:5eLHiRRgWKHtzEbQCew8pK
949,Laura Branigan,Self Control,greatest-billboards-top-songs-80s,spotify:track:6JNJERZGJwDVgkmbohBw7u,spotify:album:5cwUCXPFFfNsnk4qipc40D
950,Pebbles,Mercedes Boy,greatest-billboards-top-songs-80s,spotify:track:4ptKV1bDSN4FCQSYLm1GF7,spotify:album:30zetsnd9mENuaA47D6wcr
951,Duran Duran,Union Of The Snake,greatest-billboards-top-songs-80s,spotify:track:3JpaL6FMH9kjVWMA1mTmRl,spotify:album:0jBIq5EY9zRBZJuCE9iuM1
952,Gino Vannelli,Living Inside Myself,greatest-billboards-top-songs-80s,spotify:track:6IAh4MjV3GRkvIHrCbUFWY,spotify:album:1NTgVOFOyvIqquGPkaS2mT
953,Roger,I Want To Be Your Man,greatest-billboards-top-songs-80s,spotify:track:3C6xVHlZ8Z7cAzt63xdxH3,spotify:album:3aUZ0iLjcePsDggYsZAGBZ
954,Willie Nelson,Always On My Mind,greatest-billboards-top-songs-80s,spotify:track:2xYQTU2bbg6WVAmpY1eae4,spotify:album:5lSPP40Df9t2nkusLZtXTb
955,Eurythmics,Here Comes The Rain Again,greatest-billboards-top-songs-80s,spotify:track:78RIER8V6EhrqVPOBi2GYa,spotify:album:4pGwe5BW8GVtIP8ruoa1jB
956,Genesis,Land Of Confusion,greatest-billboards-top-songs-80s,spotify:track:2oiMNaVCul7qmMzpRStjCg,spotify:album:5BDGtXKMQ6k267KX4PoGhP
957,Gloria Estefan ,1-2-3,greatest-billboards-top-songs-80s,spotify:track:0AO6H4lEJhuqWcmIebNhKO,spotify:album:1QFhYMcCFGK1pVVwStxf4x
958,Madonna,La Isla Bonita,greatest-billboards-top-songs-80s,spotify:track:6r8k1vznHrzlEKYxL4dZEe,spotify:album:6fmnT17jc2Sc69q3nza1eD
959,Bruce Springsteen,Glory Days,greatest-billboards-top-songs-80s,spotify:track:2Y90nL1ohB4sgYELDs7uNx,spotify:album:0PMasrHdpaoIRuHuhHp72O
960,Huey Lewis ,Perfect World,greatest-billboards-top-songs-80s,spotify:track:0WBHEpJjcLd0tkuoClGboV,spotify:album:0u34k1ANjgZ47uQfG9yaLj
961,INXS,New Sensation,greatest-billboards-top-songs-80s,spotify:track:2xcrseImDFEf8Urommws03,spotify:album:6p6RTnoHCJMnMx2jcK4oGu
962,Michael McDonald,I Keep Forgettin' (Every Time You're Near),greatest-billboards-top-songs-80s,spotify:track:1AsYrtUiZDdpyc3VWOHt2j,spotify:album:1KdT7ZJhOeHyjy9LrrExic
963,Prince,Sign 'O' The Times,greatest-billboards-top-songs-80s,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,spotify:album:1XsXHctYSQNyAd9BANCk2B
964,Pebbles,Girlfriend,greatest-billboards-top-songs-80s,spotify:track:6q3ovxIAJceKzGjGkbcCaH,spotify:album:6CpY73aC3IuzYssLZUFUx2
965,Dazz Band,Let It Whip,greatest-billboards-top-songs-80s,spotify:track:2UCgWpa2r4ytWueNItYbWE,spotify:album:5m2wPGGx4dS3oIyAhoWi37
966,The Pointer Sisters,He's So Shy,greatest-billboards-top-songs-80s,spotify:track:6R9NqD0WX9sJYs6PbA5onu,spotify:album:5AnJr2Axqy5aIhcvaVKGEB
967,Tone-Loc,Funky Cold Medina,greatest-billboards-top-songs-80s,spotify:track:5YIF6HSOtHN9HdcE5IPzMe,spotify:album:6xE6A0Vwd2LmopR6Mn8UFG
968,The Fixx,One Thing Leads To Another,greatest-billboards-top-songs-80s,spotify:track:5B37ocpk2zxeZL1lq5F6ui,spotify:album:4TDnrqNEikAzVhYj948Iox
969,Billy Ocean,Suddenly,greatest-billboards-top-songs-80s,spotify:track:65h7Qhxl2WfW31Bl6sjWAI,spotify:album:0gNeqVQyUq6SYzVSq7Suuo
970,George Benson,Turn Your Love Around,greatest-billboards-top-songs-80s,spotify:track:5xyrMw1lAsX8JN2ViD5mCM,spotify:album:0bFJx0iSzJYEC6Q2hKNCLp
971,Donna Summer,The Wanderer,greatest-billboards-top-songs-80s,spotify:track:4DAo1YydUfqSGcgX2sXn1M,spotify:album:4Pj5HxWqxKmkrOGysBpoaG
972,Skid Row,18 And Life,greatest-billboards-top-songs-80s,spotify:track:0qgrrDnUUhyxpxbBznUnzg,spotify:album:0kSTuMp9GpX9pJR45Bksgi
973,Don McLean,Crying,greatest-billboards-top-songs-80s,spotify:track:22sPnamdNWoRyMQ84U53WG,spotify:album:6vvTYOCs7EoGxb9T6qZfYn
974,Cyndi Lauper,Change Of Heart,greatest-billboards-top-songs-80s,spotify:track:4Kvz5bhHNYPSaGnQ7PsTBi,spotify:album:31TRqoVBTQi0lzlPLtvINn
975,Samantha Fox,Touch Me (I Want Your Body),greatest-billboards-top-songs-80s,spotify:track:13s6dCsNpSZflwVu2uzzPi,spotify:album:2MLEz0a0JzhNpbqXn2UxgG
976,Chicago,Will You Still Love Me?,greatest-billboards-top-songs-80s,spotify:track:3dn6qXlHYAQpOqMTWxkGOR,spotify:album:6CttJqwyQqtUbElzGjNrHa
977,Irene Cara,Fame,greatest-billboards-top-songs-80s,spotify:track:38JtOksjkWmr9vAylvvqs6,spotify:album:2Yulxbml3zLShfVAaPxx72
978,Jewel,You Were Meant For Me,greatest-billboards-top-songs-90s,spotify:track:14sVnTYvfzo9sQM4RkQTaq,spotify:album:3og7zxtvC4EmQiLrjg3Pf6
979,Boyz II Men,I'll Make Love To You,greatest-billboards-top-songs-90s,spotify:track:73HpwfbhnAEYJGNxb7ask1,spotify:album:03DEKGkvYKs8PQhhCLkuAa
980,Elton John,Candle In The Wind 1997,greatest-billboards-top-songs-90s,spotify:track:3DUcaEvPO72PijivCjtZcU,spotify:album:3g61rwvRs1NPeVBxuAMmHZ
981,Usher,You Make Me Wanna...,greatest-billboards-top-songs-90s,spotify:track:47TqCCnEliDp8NRDyIQoQq,spotify:album:0fQdoem8dnrl80YcZzQ8f0
982,Real McCoy,Another Night,greatest-billboards-top-songs-90s,spotify:track:3pEuO9J2MTEmec8kUfYYvl,spotify:album:0m4EUHpp4mVnV8AWHT7T7x
983,The Tony Rich Project,Nobody Knows,greatest-billboards-top-songs-90s,spotify:track:2PsHIonOTmX6bSrzIJSjyS,spotify:album:5r6mhWWkCitNZmhiSIYbCT
984,Celine Dion,"Because You Loved Me (From ""Up Close & Personal"")",greatest-billboards-top-songs-90s,spotify:track:28UMiBhn383n9S7GL4tsxD,spotify:album:2vk0n8aeQSO74VtQBbNDPR
985,C,Gonna Make You Sweat (Everybody Dance Now),greatest-billboards-top-songs-90s,spotify:track:7eheoW4hxrH51ww2QePVwF,spotify:album:7wlnHCWKkBXBWtYgpaCaz7
986,Goo Goo Dolls,Iris,greatest-billboards-top-songs-90s,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,spotify:album:4UMjBXcRqIgMZ1XumU2x5T
987,Roxette,"It Must Have Been Love (From ""Pretty Woman"")",greatest-billboards-top-songs-90s,spotify:track:6kvoHl80mfCVTv7XnZkjQn,spotify:album:3dWX1xFUaalRlaaVpe4EPF
988,Color Me Badd,"I Wanna Sex You Up (From ""New Jack City"")",greatest-billboards-top-songs-90s,spotify:track:3lsse1FoSHnNXc6y0jHxvd,spotify:album:3N1GCkG6Z5Rs4Qy1iwnIEB
989,Boyz II Men,On Bended Knee,greatest-billboards-top-songs-90s,spotify:track:4Gmkqn3V7IMTkOmmiX7cbb,spotify:album:1DjxZpmeR9Dzu9tF4J44S7
990,EMF,Unbelievable,greatest-billboards-top-songs-90s,spotify:track:5VYTKiOnHw4iTrB9pG3yum,spotify:album:475PE6J6LTBGBpt26rRrHe
991,Surface,The First Time,greatest-billboards-top-songs-90s,spotify:track:0NFMOIvms3oKXx7s1XM583,spotify:album:0z3ttRBOOYpFsT5GTbZhRs
992,Extreme,More Than Words,greatest-billboards-top-songs-90s,spotify:track:2SbsvihBJmgNKZ4qkXFWrp,spotify:album:7GOk2a0toWcEMGEm8uKLyz
993,BLACKstreet,No Diggity,greatest-billboards-top-songs-90s,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,spotify:album:2zGZLQiFl9UubtrVmtIkbi
994,Hi-Five,I Like The Way (The Kissing Game),greatest-billboards-top-songs-90s,spotify:track:1knipGsDFp6FBFc6aRRyjL,spotify:album:3ChG0pQjLzXun4DNbqnDfp
995,Bell Biv DeVoe,Poison,greatest-billboards-top-songs-90s,spotify:track:50DAHcCqneoupFyh96P2GP,spotify:album:3Fa7c5eB1TiAhoyhS4ReNi
996,Backstreet Boys,Quit Playing Games (With My Heart),greatest-billboards-top-songs-90s,spotify:track:0Uqs7ilt5kGX9NzFDWTBrP,spotify:album:1oWxRkI4V9d3hH3PqWpx9H
997,TLC,No Scrubs,greatest-billboards-top-songs-90s,spotify:track:1KGi9sZVMeszgZOWivFpxs,spotify:album:1CvjjpvqVMoyprsf74bpYW
998,Mariah Carey,Dreamlover,greatest-billboards-top-songs-90s,spotify:track:6HcQZfMrw3KwGyzrKw1Pjy,spotify:album:2NKxb7pk04CuZab5udkGUl
999,Paula Abdul,Opposites Attract,greatest-billboards-top-songs-90s,spotify:track:7z38bideBRvGAgjXe2SECm,spotify:album:7zduRJgS6v79QmNUhKGozu
1000,Monica,The First Night,greatest-billboards-top-songs-90s,spotify:track:5rWzxloNXvbRPhlC1O2b6T,spotify:album:6mIyViyBHV4eoQqI4JZByh
1001,Deborah Cox,Nobody's Supposed To Be Here,greatest-billboards-top-songs-90s,spotify:track:51QxenFmXlJXUN9mpvxlaL,spotify:album:16FPcGpqQfcvqpCLvZsWWD
1002,Natalie Imbruglia,Torn,greatest-billboards-top-songs-90s,spotify:track:3APayTEWiUl9Ssep4BOXR2,spotify:album:5snQakFpbHsJmrAvhgeuHX
1003,Keith Sweat,Twisted,greatest-billboards-top-songs-90s,spotify:track:69QIVIjPMnI1ABLBqh9P1b,spotify:album:0BzXvdpUKDEk612hLc6rZV
