,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2852,Rockin' Around The Christmas Tree: The Decca Christmas Recordings,Brenda Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']",holiday-albums,spotify:track:2yxTGxTDbgcbMN0Ae102bn,spotify:album:1gAceSZFd4irbzRRHLof8U,30,0.614,0.589,0.472,0.0,8.0,0.505,-8.749,1.0,0.0502,67.196,4.0,0.898
2853,A Legendary Christmas,John Legend,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']",holiday-albums,spotify:track:3vvnvVvBYMsVAUn26yBaMn,spotify:album:3wanKGZXsWXr6ZKdQrDtGu,32,0.643,0.309,0.513,0.0,10.0,0.392,-8.887,1.0,0.0312,144.604,3.0,0.425
2854,Wrapped In Red,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",holiday-albums,spotify:track:2nMZx7QHerfo4Wv37xNUEC,spotify:album:0t70lpfTyHEv0uuq21fhdZ,32,0.365,0.54,0.734,0.0,7.0,0.132,-4.668,1.0,0.0366,123.877,4.0,0.36
2855,These Are Special Times,Celine Dion,"['canadian pop', 'dance pop']",holiday-albums,spotify:track:5Mmp1rUElAkrj4fQWHfjQz,spotify:album:0LvrjOn7CrNSs0jVUvrgVy,25,0.336,0.606,0.479,0.0,6.0,0.146,-6.627,1.0,0.0326,119.92,4.0,0.157
2856,The Dean Martin Christmas Album,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",holiday-albums,spotify:track:3GMzcDsI3BQ2RYtDcJ7Lrn,spotify:album:4Kd6niUoyuNkcLRVmThm0H,17,0.929,0.235,0.27,0.000294,5.0,0.386,-13.418,1.0,0.0298,78.788,5.0,0.236
2857,Christmas Classics,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",holiday-albums,spotify:track:26hUXfKoJYkAMK07nW2dzQ,spotify:album:3My4DXwRjAS5HXontsJx1A,28,0.939,0.49,0.13,1.22e-06,10.0,0.298,-17.092,1.0,0.0402,68.354,3.0,0.599
2858,Noel,Josh Groban,"['adult standards', 'operatic pop']",holiday-albums,spotify:track:1sEC3X76vXgpsgnfaXEMwR,spotify:album:4kqXw1yf9EKamws0zCarGt,27,0.741,0.194,0.296,2.82e-05,3.0,0.0862,-10.429,1.0,0.0322,91.547,3.0,0.121
2859,Christmas Portrait,Carpenters,"['adult standards', 'folk', 'mellow gold', 'soft rock']",holiday-albums,spotify:track:0z5HSQGWgnjdNvwbOmhB2w,spotify:album:5GMAtv4CU6GYQMo36Uuiqc,40,0.842,0.339,0.205,0.0,7.0,0.101,-15.315,1.0,0.0303,81.586,4.0,0.166
2860,A Jolly Christmas From Frank Sinatra,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",holiday-albums,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,spotify:album:0ny6mZMBrYSO0s8HAKbcVq,41,0.913,0.262,0.137,6.74e-06,8.0,0.267,-15.235,1.0,0.0344,92.183,3.0,0.288
2861,A Winter Romance,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",holiday-albums,spotify:track:2soRRa3SVNVJrGctH897t9,spotify:album:5I48ENiZiaZZSOpec6PdS5,19,0.912,0.321,0.069,0.000548,3.0,0.335,-20.12,1.0,0.0315,80.814,4.0,0.239
2862,Christmas Celebration,Mannheim Steamroller,['adult standards'],holiday-albums,spotify:track:0QigBX4JdiqC9wG26FNnom,spotify:album:3CeVPsLW3kYxUdePUQUxoP,2,0.516,0.413,0.165,0.00556,0.0,0.0901,-10.105,1.0,0.0302,139.941,3.0,0.176
2863,A Pentatonix Christmas,Pentatonix,['a cappella'],holiday-albums,spotify:track:4uByAtEx2ED4ig3EHyt90p,spotify:album:1ohdh4vzVUXhtaE04cHvle,41,0.0543,0.667,0.531,0.0,7.0,0.0887,-6.74,0.0,0.0625,105.034,4.0,0.529
2864,Christmas Is Here!,Pentatonix,['a cappella'],holiday-albums,spotify:track:5xkUawsal8MY2fOQL0NMjq,spotify:album:6thZNGX8hUVSjUrqJgPB9b,34,0.23,0.703,0.68,0.0,1.0,0.311,-6.365,1.0,0.0867,153.09,3.0,0.496
2865,Warmer In The Winter,Lindsey Stirling,"['bow pop', 'pop violin']",holiday-albums,spotify:track:1ssFg8Xr5A8O2U6JkKjZRz,spotify:album:7wfjL0ZBEycLvXzJmHF45g,32,0.437,0.597,0.435,0.0,0.0,0.118,-6.461,1.0,0.0295,136.188,4.0,0.481
2866,The Jackson 5 Christmas Album,Jackson 5,"['adult standards', 'motown']",holiday-albums,spotify:track:5HAwBoxs23nkAvaMUnThbe,spotify:album:5M8U1qYKvRQHJJVHmPY7QD,21,0.455,0.673,0.62,0.0,0.0,0.0925,-8.477,1.0,0.0293,119.664,4.0,0.943
2867,That's Christmas To Me,Pentatonix,['a cappella'],holiday-albums,spotify:track:2gh4XSln23dF6XcGrKCDHM,spotify:album:1ohdh4vzVUXhtaE04cHvle,37,0.555,0.399,0.132,0.0,6.0,0.214,-10.104,1.0,0.0318,82.657,4.0,0.415
2868,Christmas: A Season Of Love,Idina Menzel,"['hollywood', 'show tunes']",holiday-albums,spotify:track:0RZLwjRHjgGTvml5GGP4Oz,spotify:album:2iaVsgsBIrCnxTksOl0Muz,18,0.315,0.682,0.712,0.0,7.0,0.295,-7.445,0.0,0.0392,115.105,4.0,0.84
2869,Do You Hear What I Hear,Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",holiday-songs,spotify:track:1JRm7svW5I3ieNkMFSQFHn,spotify:album:68AQgbEtfO3MDrA3OBUrMN,11,0.768,0.389,0.473,0.0,7.0,0.0933,-6.237,1.0,0.0272,79.035,4.0,0.132
2870,Ring Christmas Bells,Ray Conniff,"['adult standards', 'easy listening', 'lounge']",holiday-songs,spotify:track:6wI0IS6GI4UxQlIEAvCs12,spotify:album:289ewUZBE4EN8MIhsnJVHp,22,0.739,0.478,0.401,4.5e-05,2.0,0.128,-14.884,1.0,0.0255,80.301,4.0,0.396
2871,Christmas In Hollis,Run-D.M.C.,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",holiday-songs,spotify:track:41onDks2UPbyjer5fMeUWf,spotify:album:5opAMGIf8Hn7xIaTPdHFDv,41,0.00463,0.819,0.702,0.000207,11.0,0.101,-6.129,0.0,0.251,95.094,4.0,0.573
2872,Rudolph The Red Nosed Reindeer,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",holiday-songs,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,spotify:album:5I48ENiZiaZZSOpec6PdS5,41,0.919,0.478,0.201,0.0,7.0,0.0854,-16.768,1.0,0.0332,136.471,4.0,0.857
2873,"Baby, It's Cold Outside",Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']",holiday-songs,spotify:track:5Q2P43CJra0uRAogjHyJDK,spotify:album:6FjK2XLQJloz36NgRciCHv,44,0.738,0.583,0.572,0.0,1.0,0.266,-4.776,1.0,0.0366,113.998,4.0,0.684
2874,Home For The Holidays,Carpenters,"['adult standards', 'folk', 'mellow gold', 'soft rock']",holiday-songs,spotify:track:7wGl806edcp34SOk5r7DEG,spotify:album:5GMAtv4CU6GYQMo36Uuiqc,28,0.915,0.287,0.296,0.0,4.0,0.0849,-14.797,1.0,0.0328,83.792,3.0,0.428
2875,Let It Snow,Boyz II Men,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",holiday-songs,spotify:track:4TwAnWjjNcKyXlfrQOrWtu,spotify:album:3YD1CbkZRTHTMYmnhId4HR,35,0.706,0.701,0.428,4.59e-05,0.0,0.0984,-11.286,1.0,0.0391,124.378,4.0,0.575
2876,Auld Lang Syne,Guy Lombardo,['big band'],holiday-season-digital-song-sales,spotify:track:4Saza06xljloZwotqXdNle,spotify:album:3f22Ap0VSZYWsqrGcphUnY,25,0.979,0.24,0.245,0.788,5.0,0.0947,-10.777,1.0,0.0327,83.922,3.0,0.112
2877,Auld Lang Syne (The New Year's Anthem),Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",holiday-season-digital-song-sales,spotify:track:6e5tFqecaUUENQWIm0IQUq,spotify:album:6fC6BRXbuHSVobwWcwe6M7,28,0.0737,0.621,0.85,0.0,8.0,0.0876,-6.474,1.0,0.134,125.015,4.0,0.25
2878,Same Old Lang Syne,Dan Fogelberg,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",holiday-season-digital-song-sales,spotify:track:0juQNDN4EdiuG97rgKywkF,spotify:album:2HBiEHyRhKl6dxWBKQpxID,45,0.792,0.457,0.355,1.85e-05,0.0,0.225,-12.7,1.0,0.0284,108.101,4.0,0.291
2879,Little Drummer Boy (Live From Phoenix),for KING ,[],holiday-season-digital-song-sales,spotify:track:5KLQlI6pfbyrkmj9KmAGnI,spotify:album:2cPPsM97j2cUT3oiGVA2Q4,40,0.00462,0.657,0.832,0.00422,2.0,0.677,-6.89,1.0,0.0423,103.991,4.0,0.107
2880,Do You Want To Build A Snowman?,Kristen Bell,"['disney', 'hollywood', 'movie tunes']",holiday-season-digital-song-sales,spotify:track:2yi7HZrBOC4bMUSTcs4VK6,spotify:album:7lZs5r4oQV2nutddffLrg0,71,0.85,0.306,0.121,0.000176,0.0,0.257,-15.551,0.0,0.0554,174.053,4.0,0.166
2881,Christmas Wrapping,The Waitresses,['new wave pop'],holiday-season-digital-song-sales,spotify:track:3nhzTOc939C4v4ecTEZTPl,spotify:album:5WBJTuam0c279awlGAfEaU,35,0.0526,0.73,0.548,0.0,9.0,0.0425,-14.772,1.0,0.091,115.607,4.0,0.813
2882,Happy New Year,ABBA,"['europop', 'swedish pop']",holiday-season-digital-song-sales,spotify:track:4AsvGVDWs16fqIiIdDzyvX,spotify:album:3ZdkT5buYFi1WQaB0XNNtf,52,0.813,0.51,0.375,0.0,9.0,0.145,-9.185,1.0,0.0288,132.552,4.0,0.25
2883,With You This Christmas,Why Don't We,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']",holiday-season-digital-song-sales,spotify:track:7EGqwboQMKQhBw4z49rBLI,spotify:album:4D01j7X8gG9sywRqytoHcn,52,0.404,0.712,0.783,0.00292,10.0,0.106,-4.957,1.0,0.0413,80.005,4.0,0.529
2884,Angels Among Us,Alabama,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",holiday-season-digital-song-sales,spotify:track:77FGTjA70Tvo3WTdsBSAUJ,spotify:album:1jafIRrPVaBkcwl3TC0C8T,51,0.936,0.559,0.304,1.09e-06,8.0,0.139,-10.922,1.0,0.029,137.724,4.0,0.34
2885,Light Of The World,Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music', 'worship']",holiday-season-digital-song-sales,spotify:track:2lvnFtwBsRMvmYhrvFZ10b,spotify:album:48mp3URBPCgKH3viEeR54b,48,0.475,0.538,0.486,0.0,6.0,0.0877,-6.635,1.0,0.025,108.066,4.0,0.112
2886,Candy Cane Lane,Sia,"['australian dance', 'australian pop', 'dance pop', 'pop']",holiday-season-digital-song-sales,spotify:track:4KevTcBXEIYxXVyPE78XXm,spotify:album:2vcGYJcPfXUmCdcXXqqukg,41,0.00366,0.589,0.91,4.87e-05,1.0,0.0843,-4.206,0.0,0.0623,130.017,4.0,0.394
2887,I Want A Hippopotamus For Christmas,Gayla Peevey,['novelty'],holiday-season-digital-song-sales,spotify:track:5P8Xvy5tzhmfyfA6GplQ8h,spotify:album:0nuyFYoBsK4Z1j3DimhUZ4,40,0.831,0.853,0.338,0.00595,7.0,0.135,-9.124,1.0,0.0491,113.881,4.0,0.927
2888,Bad Guy,Billie Eilish,"['electropop', 'pop']",summer-songs,spotify:track:2Fxmhks0bxGSBdJ92vM42m,spotify:album:0S0KGZnfBGSIssfF54WSJh,92,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562
2889,Truth Hurts,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",summer-songs,spotify:track:5qmq61DAAOUaW8AUo8xKhh,spotify:album:74gSdSHe71q7urGWMMn3qB,75,0.11,0.715,0.624,0.0,4.0,0.123,-3.046,0.0,0.114,158.087,4.0,0.412
2890,Suge,DaBaby,"['nc hip hop', 'rap']",summer-songs,spotify:track:2gwkD6igEhQbDQegRCcdoB,spotify:album:0O1PJ0t69iTO5yWrIeIga0,82,0.0608,0.876,0.662,0.0,2.0,0.127,-6.482,0.0,0.426,75.445,4.0,0.844
2891,If I Can't Have You,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",summer-songs,spotify:track:6LsAAHotRLMOHfCsSfYCsz,spotify:album:1J2BrRxtQjVUa7X9Ne99xD,82,0.524,0.692,0.809,0.0,2.0,0.147,-4.198,1.0,0.0602,123.911,4.0,0.864
2892,Wow.,Post Malone,"['dfw rap', 'melodic rap', 'rap']",summer-songs,spotify:track:7xQAfvXzm3AkraOtGPWIZg,spotify:album:4g1ZRSobMefqF6nelkgibi,85,0.136,0.829,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,0.388
2893,Dancing With A Stranger,Sam Smith ,[],summer-songs,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,spotify:album:1V9oE8bVilClrk5naqyyvL,85,0.45,0.741,0.52,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0,0.347
2894,You Need To Calm Down,Taylor Swift,"['dance pop', 'pop', 'post-teen pop']",summer-songs,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,spotify:album:1NAmidJlEaVgA3MpcPFYGq,83,0.00929,0.771,0.671,0.0,2.0,0.0637,-5.617,1.0,0.0553,85.026,4.0,0.714
2895,Money In The Grave,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",summer-songs,spotify:track:5ry2OE6R2zPQFDO85XkgRb,spotify:album:00HZxSA1sOS9T3nA950sg4,86,0.101,0.831,0.502,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,0.101
2896,Without Me,Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",summer-songs,spotify:track:5p7ujcrUXASCNwRaWNHR1C,spotify:album:0zzrCTzvL4ZmR42xF46Afm,84,0.297,0.752,0.488,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,0.533
2897,"Hey Look Ma, I Made It",Panic! At The Disco,"['baroque pop', 'emo', 'modern rock']",summer-songs,spotify:track:22oEJW6r2rMb9z4IntfyEa,spotify:album:6ApYSpXF8GxZAgBTHDzYge,75,0.0137,0.577,0.833,0.0,5.0,0.121,-3.337,1.0,0.0695,107.936,4.0,0.58
2898,Pop Out,Polo G,"['chicago rap', 'trap']",summer-songs,spotify:track:6uFn47ACjqYkc0jADwEdj1,spotify:album:26ztFK3E69j5THJQdyxC5w,82,0.15,0.772,0.639,0.0,1.0,0.0698,-7.119,1.0,0.467,168.112,4.0,0.261
2899,7 Rings,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",summer-songs,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,spotify:album:2fYhqwDWXjbpjaIJPEfKFw,87,0.592,0.778,0.317,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,4.0,0.327
2900,Cold Feet,Loud Luxury,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",canadian-hot-100,spotify:track:08zt4rqVjqahvXaWAuEBbP,spotify:album:6bz7aXy1ov5S4Hz46mnjBk,66,0.0126,0.715,0.66,0.000851,1.0,0.0936,-5.925,1.0,0.0358,121.986,4.0,0.244
2901,Boss Bitch,Doja Cat,"['la indie', 'pop']",canadian-hot-100,spotify:track:78qd8dvwea0Gosb6Fe6j3k,spotify:album:4pmyFpGicLLIgNPc1TQXKc,93,0.127,0.707,0.955,0.0,10.0,0.202,-4.593,0.0,0.222,125.989,4.0,0.575
2902,betterman.,Virginia To Vegas,['canadian pop'],canadian-hot-100,spotify:track:2mvGl0m5Pg87PJzKzssPdi,spotify:album:5gYe1vPlS7yMRsGTgoByBP,52,0.0809,0.624,0.799,0.0,0.0,0.586,-6.154,1.0,0.193,100.115,4.0,0.618
2903,Pillow Talkin',Tyler Joe Miller,[],canadian-hot-100,spotify:track:6NeqzTnoPjyqzGTH2cIxVT,spotify:album:01CDFQZ29MMaAmQQ4GfVCS,41,0.00734,0.536,0.855,2.17e-06,9.0,0.0757,-4.977,1.0,0.0459,146.065,4.0,0.823
2904,Want You Back,Elijah Woods,"['canadian electropop', 'canadian pop']",canadian-hot-100,spotify:track:4T0gnvF65HCs1noP10vVOo,spotify:album:0BxSq4I1e4hB8enrniv5wa,58,0.0254,0.642,0.789,0.0,6.0,0.114,-3.412,1.0,0.258,165.064,4.0,0.637
2905,Stupid,Tate McRae,"['pop', 'post-teen pop']",canadian-hot-100,spotify:track:4k3uABcX9iaGlt5pRJhumi,spotify:album:0uzAVFqstsfwdLtnDs6zm8,78,0.0692,0.673,0.579,8.61e-05,0.0,0.186,-6.029,0.0,0.0392,96.009,4.0,0.262
2906,Skechers,DripReport,[],canadian-hot-100,spotify:track:2alc8VZAzDgdAsL2QMk3hu,spotify:album:4a50hfH6HJQywmghPYnRRW,90,0.26,0.903,0.327,0.011,1.0,0.108,-9.727,1.0,0.0877,100.008,4.0,0.274
2907,Myron,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap']",canadian-hot-100,spotify:track:56uXDJRCuoS7abX3SkzHKQ,spotify:album:0fEO7g2c5onkaXsybEtuD2,86,0.0537,0.77,0.655,0.0,8.0,0.215,-6.976,0.0,0.296,155.039,4.0,0.584
2908,Selfish,Madison Beer,"['dance pop', 'pop', 'post-teen pop']",canadian-hot-100,spotify:track:4PV0uE5pZSh44E3NqNNDEH,spotify:album:5oGJKFb3M2At4rwLBDFlTP,87,0.627,0.378,0.461,0.0,9.0,0.386,-6.202,1.0,0.0275,75.363,4.0,0.232
2909,Who Needs Love,Tory Lanez,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",canadian-hot-100,spotify:track:7uDTc1eJwsD7iMZLhdp8LH,spotify:album:2TbrXjwWklhT7JrC5sdUkf,77,0.0462,0.76,0.674,0.0,7.0,0.22,-7.043,1.0,0.129,101.987,4.0,0.431
2910,Kissing Other People,Lennon Stella,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",canadian-hot-100,spotify:track:4WjTbrxOPvSwQlajlE4aXH,spotify:album:3nP0DOBWPfEToiDGMXZCAb,71,0.548,0.691,0.662,2.43e-06,2.0,0.119,-5.941,1.0,0.0738,94.028,4.0,0.299
2911,Ciel,FouKi,"['hip hop quebecois', 'indie quebecois']",canadian-hot-100,spotify:track:0hZXdVHvyIpCjGZ1JXTHUT,spotify:album:5WwJNEopJyLHy4bD1YjDK2,63,0.435,0.616,0.598,0.0,1.0,0.189,-6.186,0.0,0.0934,84.114,4.0,0.52
2912,"thank u, next",Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",canadian-albums,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,spotify:album:2fYhqwDWXjbpjaIJPEfKFw,85,0.229,0.717,0.653,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,0.412
2913,Nights Like This (EP),Loud Luxury,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",canadian-albums,spotify:track:5cMXVT0hymD2YnIJPbzOrR,spotify:album:5NQeQcCPblbrN4KMsw0H6N,10,0.0123,0.663,0.856,3.82e-06,3.0,0.563,-7.013,1.0,0.0571,126.413,4.0,0.273
2914,People Like You,Johnny Reid,"['canadian contemporary country', 'canadian country']",hot-canada-digital-song-sales,spotify:track:1AQmokCoF8vBV2rbsZocJe,spotify:album:2iWEdMaInS2Pq1Cc6eWFBb,42,0.784,0.561,0.229,0.0,5.0,0.103,-11.895,1.0,0.0321,139.952,4.0,0.197
2915,Gotta Be Patient,Michael Buble ,[],hot-canada-digital-song-sales,spotify:track:2Nb2SSUnGfThgDyG9ZOAkS,spotify:album:6zqf7sIi51QWskNvkEYaA7,61,0.366,0.727,0.528,0.0,7.0,0.284,-7.013,1.0,0.106,137.969,4.0,0.6
2916,Where I'm From,The Reklaws,"['canadian contemporary country', 'canadian country', 'contemporary country']",hot-canada-digital-song-sales,spotify:track:0ldnY8eAOx1ah889no0QzA,spotify:album:06yvfDxJtCqLIADxaQHtvH,61,0.0182,0.393,0.754,0.0,5.0,0.102,-4.182,1.0,0.0361,83.76,4.0,0.464
2917,Perfect,Ed Sheeran,"['pop', 'uk pop']",hot-canada-digital-song-sales,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:album:3T4tUhGYeRNVUGevb0wThu,86,0.163,0.599,0.448,0.0,8.0,0.106,-6.312,1.0,0.0232,95.05,3.0,0.168
2918,Gaslighter,Dixie Chicks,"['contemporary country', 'country', 'country dawn']",hot-canada-digital-song-sales,spotify:track:4BR0bp4qHX1lcBM2HtnoIm,spotify:album:0duNimI62kUS00BEgZ1gKV,72,0.00624,0.681,0.728,0.0,2.0,0.055,-7.317,1.0,0.0513,131.017,4.0,0.693
2919,Just Friends,Virginia To Vegas,['canadian pop'],canada-ac,spotify:track:02Ygu8lo3qSknRpcBnspso,spotify:album:0viriXpPADYCcQmmI6RkSe,69,0.156,0.793,0.714,0.0,7.0,0.136,-7.562,1.0,0.193,100.036,4.0,0.794
2920,Rooting For You,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",canada-ac,spotify:track:1spZPzBLYeVTvd0iDWXgC2,spotify:album:4yp0nH151NPmcakfthQDc9,68,0.0562,0.763,0.527,0.00384,6.0,0.0918,-6.779,1.0,0.123,156.047,4.0,0.493
2921,In My Head,Ryland James,['canadian contemporary r&b'],canada-ac,spotify:track:4AoFhbd4nql7W5RFDjTj3O,spotify:album:2vHgIjFUHujnq6Iqa4ZUWj,58,0.492,0.657,0.499,0.0,11.0,0.336,-7.785,1.0,0.0351,92.008,4.0,0.348
2922,To The Man Who Let Her Go,Tyler Shaw,['pop quebecois'],canada-ac,spotify:track:5PebmdoxWZkuaIzzWpiBMG,spotify:album:3Im6NQtp5y45uCASGJW1vp,56,0.12,0.746,0.557,0.0,6.0,0.132,-6.58,1.0,0.0346,97.027,4.0,0.38
2923,Mes Yeux,Alex Nevsky,['pop quebecois'],canada-ac,spotify:track:1WEjzh2Jf8yh3RxEs9RJzl,spotify:album:1uEopSZPgsCrqVz7eRxMjD,30,0.0103,0.655,0.6,0.000126,0.0,0.253,-9.896,1.0,0.062,95.009,4.0,0.331
2924,Tout Au Bout Du Monde,Tibz,['pop quebecois'],canada-ac,spotify:track:0SC4BgwHWNi6cbjeIIqMjM,spotify:album:5UxKEP7c1svpcE07pz7j1I,66,0.251,0.659,0.623,0.0,10.0,0.0982,-6.572,1.0,0.0562,78.941,4.0,0.174
2925,A Tous Les Vents,2Freres,['pop quebecois'],canada-ac,spotify:track:28gpOJZL19kptoMKcvOJDz,spotify:album:2VlQLyEaLdysGBMbMtDdT6,40,0.108,0.563,0.771,0.0,7.0,0.207,-6.402,1.0,0.0334,121.939,4.0,0.738
2926,Some Say,Nea,[],canada-ac,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,spotify:album:3HE3e3QqmuhAsxcJGtxyEr,82,0.406,0.682,0.7,0.0,6.0,0.174,-5.591,1.0,0.0397,120.03,4.0,0.637
2927,Reste,GIMS ,[],canada-ac,spotify:track:4F0B8TLdJVACskfkkTqHDI,spotify:album:2lHVp0TDnXIHUHwojpW6fN,50,0.484,0.75,0.541,0.0,10.0,0.103,-7.137,0.0,0.0449,99.989,4.0,0.689
2928,Failles,Samantha Neves,[],canada-ac,spotify:track:5XdSQw7L4i8ag7KRgTPleN,spotify:album:17Or4aMOBATZxBoq9GcT1t,28,0.391,0.612,0.75,2.9e-06,10.0,0.178,-5.675,0.0,0.069,91.962,4.0,0.425
2929,Keeping Me Alive,Jonathan Roy,['canadian folk'],canada-ac,spotify:track:72QzUQv3EtVHNDb0nODmGb,spotify:album:39sSwXd0GsapSwHAljPvs1,48,0.524,0.505,0.612,0.0,1.0,0.0555,-7.246,1.0,0.185,122.18,4.0,0.327
2930,Backwards,Alexander Stewart,"['social media pop', 'teen pop']",canada-ac,spotify:track:39SRIyJKTLgG8G4fvdH5YL,spotify:album:2VRvshudal7iF6UpYdrVu1,62,0.0128,0.571,0.656,0.0,1.0,0.262,-3.154,0.0,0.14,79.868,4.0,0.699
2931,Contrebande,Alexandre Poulin,['indie quebecois'],canada-ac,spotify:track:4y5z26DF2Fw4jcK5BTjskb,spotify:album:4GPbEoHBBF343EOjfojUaM,39,0.426,0.556,0.594,0.0158,6.0,0.114,-9.257,1.0,0.0343,136.917,3.0,0.391
2932,Dehors L'hiver,Ian Kelly,"['indie quebecois', 'pop quebecois']",canada-ac,spotify:track:6J2ktbbtaIbIrWCfGFifdq,spotify:album:4x6tJ8TXxwECcXr3pV35nc,9,0.874,0.57,0.331,0.198,4.0,0.129,-11.442,0.0,0.0358,84.912,4.0,0.467
2933,Tout,Alex Nevsky,['pop quebecois'],canada-ac,spotify:track:0A3iuTdydLlLgkQRBqxoCr,spotify:album:1uEopSZPgsCrqVz7eRxMjD,18,0.0303,0.645,0.772,0.0615,6.0,0.183,-8.03,1.0,0.0339,99.023,4.0,0.887
2934,Good Ol' Bad Days,Aaron Goodvin,"['alberta country', 'canadian contemporary country', 'canadian country']",canada-all-format-airplay,spotify:track:6nP6N4XHdSbAYax7h96fiK,spotify:album:2stNZZIdd5Qtr9CBtr5w7U,30,0.0035,0.542,0.829,0.0,2.0,0.272,-3.838,1.0,0.0323,81.971,4.0,0.597
2935,Money On You,Chad Brownlee,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country road', 'modern country rock']",canada-all-format-airplay,spotify:track:4YF2r46odxHgaaOO2AUjUo,spotify:album:6R2Ivxlhw4q1O8XBZX8HNH,50,0.0284,0.57,0.905,0.0,7.0,0.107,-5.336,1.0,0.0422,123.927,4.0,0.559
2936,Seeing Other People,MacKenzie Porter,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']",canada-all-format-airplay,spotify:track:33PK3OdG3Z53gFYN7kiI3b,spotify:album:3x1Q4Iq2LkxAuWlVm6QuIu,70,0.414,0.593,0.753,2.3e-06,1.0,0.138,-4.491,1.0,0.0309,96.003,4.0,0.506
2937,No Truck Song,Tim Hicks,"['canadian contemporary country', 'canadian country']",canada-all-format-airplay,spotify:track:1kxTvKWHmsT8YQcStMMA02,spotify:album:1SihDAYazJi3LRulbBDMUp,43,0.00823,0.621,0.915,0.0,8.0,0.106,-3.042,1.0,0.0602,122.045,4.0,0.712
2938,Better Day,Young Bombs,['pop edm'],canada-all-format-airplay,spotify:track:5NeFmsnXBy6xVbz8pesM5l,spotify:album:5f5QrP11Otp3kH67kC9tTa,69,0.073,0.662,0.823,0.0,9.0,0.0833,-4.7,1.0,0.0971,118.958,4.0,0.435
2939,All Of The Feelings,Kiesza,"['electropop', 'pop edm']",canada-chr-top-40,spotify:track:1fEK1jDlHEXiV1H73jHOVZ,spotify:album:3ySwGUJ6revU8ZiRbcGenT,56,0.000874,0.55,0.824,0.00716,11.0,0.0545,-5.729,0.0,0.0484,103.684,4.0,0.443
