,artist,uri,followers,genres,popularity,spotify_id,chart
1562,The Glorious Sons,spotify:artist:5CPxrqCStgt6AfI4fLiedH,113348,"['canadian indie', 'canadian rock', 'kingston on indie', 'modern alternative rock', 'modern rock', 'rock']",60,5CPxrqCStgt6AfI4fLiedH,hot-mainstream-rock-tracks
1563,Starset,spotify:artist:0kD8IT1CzF7js2XKM9lLLa,522449,"['alternative metal', 'future rock', 'post-grunge']",69,0kD8IT1CzF7js2XKM9lLLa,hot-mainstream-rock-tracks
1564,Theory Of A Deadman,spotify:artist:74eX4C98E4FCrAMl39qRsJ,1268515,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'wrestling']",71,74eX4C98E4FCrAMl39qRsJ,hot-mainstream-rock-tracks
1565,Pop Evil,spotify:artist:1pRaG81GsVtaTBuVSpldt2,343354,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",63,1pRaG81GsVtaTBuVSpldt2,hot-mainstream-rock-tracks
1566,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,2954634,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",76,49bzE5vRBRIota4qeHtQM8,hot-mainstream-rock-tracks
1567,DED,spotify:artist:45Hr5etuwmSx4gSyn5qSeW,713208,"['funk carioca', 'funk ostentacao']",55,45Hr5etuwmSx4gSyn5qSeW,hot-mainstream-rock-tracks
1568,Scott Stapp,spotify:artist:6HySSUk2KthFj3bd9R61ql,81397,"['alternative metal', 'post-grunge']",45,6HySSUk2KthFj3bd9R61ql,hot-mainstream-rock-tracks
1569,The Black Moods,spotify:artist:3SMJIplWXJ4qwuuGRHZyJH,4775,['phoenix indie'],37,3SMJIplWXJ4qwuuGRHZyJH,hot-mainstream-rock-tracks
1570,Through Fire,spotify:artist:1SPVRGHIGb9TJxBKQ9O9XT,42511,"['gymcore', 'post-screamo']",52,1SPVRGHIGb9TJxBKQ9O9XT,hot-mainstream-rock-tracks
1571,Biffy Clyro,spotify:artist:1km0R7wy712AzLkA1WjKET,553346,"['modern alternative rock', 'modern rock', 'rock', 'scottish rock']",66,1km0R7wy712AzLkA1WjKET,hot-mainstream-rock-tracks
1572,Red,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,13170969,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",85,0L8ExT028jH3ddEcZwqJJ5,hot-mainstream-rock-tracks
1573,Slipknot,spotify:artist:05fG473iIaoy82BF1aGhL8,5697250,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",80,05fG473iIaoy82BF1aGhL8,hard-rock-albums
1574,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,3450976,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",75,2d0hyoQ5ynDBnkvAbJKORj,hard-rock-albums
1575,Wale,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,2557141,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",77,67nwj3Y5sZQLl72VNUHEYE,hot-r-and-b-hip-hop-airplay
1576,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,3321098,"['hawaiian hip hop', 'pop', 'pop rap', 'rap']",83,1z7b1Pr1rSlvWRzsW3HOrS,hot-r-and-b-hip-hop-airplay
1577,Moneybagg Yo,spotify:artist:3tJoFztHeIJkJWMrx0td2f,1335771,"['hip hop', 'rap', 'southern hip hop', 'trap']",79,3tJoFztHeIJkJWMrx0td2f,hot-r-and-b-hip-hop-airplay
1578,Charlie Wilson,spotify:artist:6B5fQU6gKaq7JPRL4YIg1B,2125,[],55,6B5fQU6gKaq7JPRL4YIg1B,hot-r-and-b-hip-hop-airplay
1579,Flipp Dinero,spotify:artist:2HUwZ0kumzCSlhFcjFZfpp,589548,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",71,2HUwZ0kumzCSlhFcjFZfpp,hot-r-and-b-hip-hop-airplay
1580,Rotimi,spotify:artist:1xBARhKI09ZTmeePVDWMCf,115635,"['deep pop r&b', 'r&b', 'urban contemporary']",63,1xBARhKI09ZTmeePVDWMCf,hot-r-and-b-hip-hop-airplay
1581,Kem,spotify:artist:5GHeXsPtAVd0KLe1oMikxm,427113,"['adoracao', 'brazilian gospel']",64,5GHeXsPtAVd0KLe1oMikxm,hot-r-and-b-hip-hop-airplay
1582,Yella Beezy,spotify:artist:7kwCkEJ384PWm0UQW3hxjS,652221,"['dfw rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",67,7kwCkEJ384PWm0UQW3hxjS,hot-r-and-b-hip-hop-airplay
1583,Phony Ppl,spotify:artist:0oBsnAC3fzYkTHF3bkfNx6,151735,"['alternative r&b', 'indie soul']",59,0oBsnAC3fzYkTHF3bkfNx6,hot-r-and-b-hip-hop-airplay
1584,Fivio Foreign,spotify:artist:14CHVeJGrR5xgUGQFV5BVM,62022,"['new york drill', 'trap']",76,14CHVeJGrR5xgUGQFV5BVM,hot-r-and-b-hip-hop-airplay
1585,Ebenezer,spotify:artist:2vik8lyw8WiALKMJK7C3hn,13476,"['trap soul', 'uk hip hop']",58,2vik8lyw8WiALKMJK7C3hn,hot-r-and-b-hip-hop-airplay
1586,A Boogie Wit da Hoodie,spotify:artist:31W5EY0aAly4Qieq6OFu6I,4465324,"['melodic rap', 'pop rap', 'rap', 'trap']",89,31W5EY0aAly4Qieq6OFu6I,hot-r-and-b-hip-hop-airplay
1587,J.I.,spotify:artist:2eqoJbzUGDwys5ENUkbT3h,127769,['nyc rap'],71,2eqoJbzUGDwys5ENUkbT3h,hot-r-and-b-hip-hop-airplay
1588,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,6130635,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",84,6icQOAFXDZKsumw3YXyusw,hot-r-and-b-hip-hop-airplay
1589,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,10288208,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",84,6oMuImdp5ZcFhWP0ESe6mG,hot-r-and-b-hip-hop-airplay
1590,Polo G,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,1230194,"['chicago rap', 'trap']",84,6AgTAQt8XS6jRWi4sX7w49,hot-r-and-b-hip-hop-airplay
1591,Stokley,spotify:artist:1pEbB73S2Rl9etF23ucgAA,11847,['neo soul'],40,1pEbB73S2Rl9etF23ucgAA,hot-r-and-b-hip-hop-recurrent-airplay
1592,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,5113508,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",91,50co4Is1HCEo8bhOyUWKpn,hot-r-and-b-hip-hop-recurrent-airplay
1593,Mahalia,spotify:artist:16rCzZOMQX7P8Kmn5YKexI,379575,"['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b']",71,16rCzZOMQX7P8Kmn5YKexI,hot-r-and-b-hip-hop-recurrent-airplay
1594,Lil Nas,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,3142910,"['country rap', 'lgbtq+ hip hop', 'pop rap']",81,7jVv8c5Fj3E9VhNjxT4snq,r-and-b-hip-hop-digital-song-sales
1595,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,4995187,"['dance pop', 'pop', 'r&b', 'urban contemporary']",78,2iojnBLj0qIMiKPvVhLnsH,r-and-b-hip-hop-digital-song-sales
1596,G-Eazy,spotify:artist:02kJSzxNuaWGqwubyUba0Z,4395919,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",86,02kJSzxNuaWGqwubyUba0Z,r-and-b-hip-hop-digital-song-sales
1597,Jhene Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,3141496,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",84,5ZS223C6JyBfXasXxrRqOk,r-and-b-songs
1598,Kehlani,spotify:artist:0cGUm45nv7Z6M6qdXYQGTX,3457585,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']",86,0cGUm45nv7Z6M6qdXYQGTX,r-and-b-songs
1599,Tory Lanez,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,2916729,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",88,2jku7tDXc6XoB6MO2hFuqg,r-and-b-songs
1600,Ali Gatie,spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T,919323,"['canadian hip hop', 'pop']",81,4rTv3Ejc7hKMtmoBOK1B4T,r-and-b-songs
1601,Bill Withers,spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,886801,"['funk', 'motown', 'quiet storm', 'soul']",75,1ThoqLcyIYvZn7iWbj8fsj,r-and-b-digital-song-sales
1602,Duke Deuce,spotify:artist:24zj84GShUIcBQYq6VpOYW,28994,"['atl trap', 'memphis hip hop', 'trap']",56,24zj84GShUIcBQYq6VpOYW,mainstream-r-and-b-hip-hop
1603,Mulatto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,214305,"['deep pop r&b', 'trap queen']",64,3MdXrJWsbVzdn6fe5JYkSQ,mainstream-r-and-b-hip-hop
1604,Tamar Braxton,spotify:artist:1MT1Wz4G9Z9EVOg4L5zZMS,653738,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",54,1MT1Wz4G9Z9EVOg4L5zZMS,hot-adult-r-and-b-airplay
1605,Nicole Bus,spotify:artist:0IeB4swNmNetlaZUgdHqBX,19101,"['dutch pop', 'dutch r&b']",45,0IeB4swNmNetlaZUgdHqBX,hot-adult-r-and-b-airplay
1606,PJ Morton,spotify:artist:2FMOHE79X98yptp4RpPrt7,93843,"['gospel', 'indie r&b', 'indie soul', 'neo soul', 'r&b', 'urban contemporary']",59,2FMOHE79X98yptp4RpPrt7,hot-adult-r-and-b-airplay
1607,J. Brown,spotify:artist:1on7ZQ2pvgeQF4vmIA09x5,4147661,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']",73,1on7ZQ2pvgeQF4vmIA09x5,hot-adult-r-and-b-airplay
1608,Ledisi,spotify:artist:60ciIY5MouLc2Y9n34DJdA,348575,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",54,60ciIY5MouLc2Y9n34DJdA,hot-adult-r-and-b-airplay
1609,Coline Creuzot,spotify:artist:0e8BJEvEIJptHB5UCmg3oc,1272,[],30,0e8BJEvEIJptHB5UCmg3oc,hot-adult-r-and-b-airplay
1610,Kiana Lede,spotify:artist:7jZMxhsB8djyIbYmoiJSTs,542050,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",74,7jZMxhsB8djyIbYmoiJSTs,hot-adult-r-and-b-airplay
1611,Lonr.,spotify:artist:2FIGTfXnX4gR3ypjQVPVlJ,9036,[],57,2FIGTfXnX4gR3ypjQVPVlJ,hot-adult-r-and-b-airplay
1612,CeeLo Green,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,413735,['atl hip hop'],68,5nLYd9ST4Cnwy6NHaCxbj8,hot-adult-r-and-b-airplay
1613,Boney James,spotify:artist:1sBRcMH8DDR8Nsk2RoJmjS,95484,"['smooth jazz', 'smooth saxophone']",55,1sBRcMH8DDR8Nsk2RoJmjS,hot-adult-r-and-b-airplay
1614,Brittany Howard,spotify:artist:4XquDVA8pkg5Lx91No1JxB,97080,"['modern blues rock', 'neo soul']",57,4XquDVA8pkg5Lx91No1JxB,hot-adult-r-and-b-airplay
1615,Jayq The Legend,spotify:artist:45tPOjgEGC31MA5YNCrz7E,33427,[],41,45tPOjgEGC31MA5YNCrz7E,hot-adult-r-and-b-airplay
1616,DaniLeigh Feaaturing DaBaby,spotify:artist:45tPOjgEGC31MA5YNCrz7E,33427,[],41,45tPOjgEGC31MA5YNCrz7E,rhythmic-40
1617,Karol G,spotify:artist:790FomKkXshlbRYZFtlgla,9848348,"['latin', 'reggaeton']",86,790FomKkXshlbRYZFtlgla,rhythmic-40
1618,Arcangel,spotify:artist:4SsVbpTthjScTS7U2hmr1X,4847479,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",87,4SsVbpTthjScTS7U2hmr1X,latin-songs
1619,Lenin Ramirez,spotify:artist:3hTffafUYLLgO4yuPAxb5U,868874,['regional mexican pop'],73,3hTffafUYLLgO4yuPAxb5U,latin-songs
1620,Anuel AA,spotify:artist:3hTffafUYLLgO4yuPAxb5U,868874,['regional mexican pop'],73,3hTffafUYLLgO4yuPAxb5U,latin-songs
1621,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,21170982,"['latin', 'reggaeton', 'trap latino']",99,4q3ewBCX7sLwd24euuV69X,latin-songs
1622,Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,18017003,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",92,4VMYDCV2IEDYJArk749S6m,latin-songs
1623,Christian Nodal,spotify:artist:0XwVARXT135rw8lyw1EeWP,3495198,['regional mexican pop'],83,0XwVARXT135rw8lyw1EeWP,latin-songs
1624,El Fantasma,spotify:artist:0my6Pg4I28dVcZLSpAkqhv,1378640,['regional mexican pop'],76,0my6Pg4I28dVcZLSpAkqhv,latin-songs
1625,Reik,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2,4031542,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",84,0vR2qb8m9WHeZ5ByCbimq2,latin-songs
1626,Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,4236917,"['dance pop', 'pop', 'pop rap']",84,1yxSLGMDHlW21z4YXirZDS,latin-songs
1627,Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,1664948,"['colombian pop', 'latin']",88,28gNT5KBp7IjEOQoevXf9N,latin-songs
1628,Lunay,spotify:artist:47MpMsUfWtgyIIBEFOr4FE,2279997,"['latin', 'reggaeton', 'reggaeton flow']",83,47MpMsUfWtgyIIBEFOr4FE,latin-songs
1629,Justin Quiles,spotify:artist:14zUHaJZo1mnYtn6IBRaRP,1676272,"['latin', 'reggaeton']",88,14zUHaJZo1mnYtn6IBRaRP,latin-songs
1630,Nio Garcaia,spotify:artist:14zUHaJZo1mnYtn6IBRaRP,1676272,"['latin', 'reggaeton']",88,14zUHaJZo1mnYtn6IBRaRP,latin-songs
1631,Rvssian,spotify:artist:1fctva4kpRbg2k3v7kwRuS,905118,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",76,1fctva4kpRbg2k3v7kwRuS,latin-songs
1632,Silvestre Dangond,spotify:artist:3OcvS8PzSGYMBvLdzY6g3e,1986313,"['colombian pop', 'latin', 'reggaeton', 'vallenato']",68,3OcvS8PzSGYMBvLdzY6g3e,latin-songs
1633,Sebastian Yatra,spotify:artist:07YUOmWljBTXwIseAUd9TW,11625718,"['colombian pop', 'latin', 'reggaeton']",86,07YUOmWljBTXwIseAUd9TW,latin-songs
1634,Jhay Cortez,spotify:artist:0EFisYRi20PTADoJrifHrz,835579,"['latin', 'reggaeton', 'trap latino']",83,0EFisYRi20PTADoJrifHrz,latin-songs
1635,Karol G,spotify:artist:790FomKkXshlbRYZFtlgla,9848348,"['latin', 'reggaeton']",86,790FomKkXshlbRYZFtlgla,latin-songs
1636,Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,19504721,"['latin', 'reggaeton']",87,1r4hJ1h58CWwUQe3MxPuau,latin-songs
1637,Junior H,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,153239,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']",54,1Li0eIWeMeWcOOWpImcG9H,latin-songs
1638,Natti Natasha,spotify:artist:1GDbiv3spRmZ1XdM1jQbT7,4289327,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'tropical']",86,1GDbiv3spRmZ1XdM1jQbT7,latin-songs
1639,Banda Los Sebastianes de Mazatlan,spotify:artist:1GDbiv3spRmZ1XdM1jQbT7,4289327,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'tropical']",86,1GDbiv3spRmZ1XdM1jQbT7,latin-songs
1640,Neto Bernal,spotify:artist:0X8PwlFMDK85fIadwq3cA5,182033,['regional mexican pop'],58,0X8PwlFMDK85fIadwq3cA5,latin-songs
1641,Ozuna,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,22746761,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",92,1i8SpTcr7yvPOmcqrbnVXY,latin-albums
1642,J Balvin,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,19558323,"['latin', 'reggaeton']",96,1vyhD5VmyZ7KMfW5gqLgo5,latin-albums
1643,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,7419735,"['latin', 'reggaeton', 'trap latino', 'tropical']",91,329e4yvIujISKGKz1BZZbO,latin-albums
1644,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,8279571,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']",83,4obzFoKoKRHIphyHzJ35G3,latin-albums
1645,Nicky Jam,spotify:artist:1SupJlEpv7RS2tPNRaHViT,11670127,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",89,1SupJlEpv7RS2tPNRaHViT,latin-albums
1646,Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,4057676,"['latin', 'panamanian pop', 'reggaeton']",92,77ziqFxp5gaInVrF2lj4ht,latin-albums
1647,Fuerza Regida,spotify:artist:0ys2OFYzWYB5hRDLCsBqxt,700469,['regional mexican pop'],76,0ys2OFYzWYB5hRDLCsBqxt,latin-albums
1648,Dalex,spotify:artist:0KPX4Ucy9dk82uj4GpKesn,1619723,"['latin', 'r&b en espanol']",89,0KPX4Ucy9dk82uj4GpKesn,latin-albums
1649,Banda Sinaloense MS de Sergio Lizarraga,spotify:artist:2C6i0I5RiGzDKN9IAF8reh,8271299,"['banda', 'norteno', 'regional mexican']",83,2C6i0I5RiGzDKN9IAF8reh,latin-albums
1650,Herencia de Patrones,spotify:artist:1Q6SZxTvaE3HhslV0iXbI6,170623,['corrido'],71,1Q6SZxTvaE3HhslV0iXbI6,latin-albums
1651,Ariel Camacho,spotify:artist:6cnl6Jz97730GUS8zEAK77,2540743,"['banda', 'regional mexican', 'regional mexican pop']",70,6cnl6Jz97730GUS8zEAK77,latin-albums
1652,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,8393715,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",80,4V8Sr092TqfHkfAA5fXXqG,latin-streaming-songs
1653,Casper Magico,spotify:artist:1fux65HMCBvfJHqlBc4Nno,767770,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",77,1fux65HMCBvfJHqlBc4Nno,latin-streaming-songs
1654,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,997252,['latin'],90,1mcTU81TzQhprhouKaTkpq,latin-streaming-songs
1655,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,81924,"['latin', 'latin hip hop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'tropical']",80,0GM7qgcRCORpGnfcN2tCiB,latin-streaming-songs
1656,Anuel AA,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,81924,"['latin', 'latin hip hop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'tropical']",80,0GM7qgcRCORpGnfcN2tCiB,latin-streaming-songs
1657,Jay Wheeler,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,89684,['reggaeton flow'],72,2cPqdH7XMvwaBJEVjheH8g,latin-airplay
1658,Gerardo Ortiz,spotify:artist:4J13m9IZh03PEhoxAxRhXO,4116330,"['banda', 'norteno', 'regional mexican', 'regional mexican pop']",75,4J13m9IZh03PEhoxAxRhXO,latin-airplay
1659,Jenni Rivera,spotify:artist:5c4wQaXkNDqSOTjqX4ExAu,1633126,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",71,5c4wQaXkNDqSOTjqX4ExAu,latin-airplay
1660,La Maquinaria Nortena,spotify:artist:7uGhSk7fVURjDaiXW1FSbL,162260,"['duranguense', 'norteno', 'norteno-sax', 'regional mexican', 'regional mexican pop']",60,7uGhSk7fVURjDaiXW1FSbL,latin-airplay
1661,Los Angeles Azules,spotify:artist:0ZCO8oVkMj897cKgFH7fRW,3059740,"['grupera', 'gruperas inmortales', 'nu-cumbia', 'regional mexican']",79,0ZCO8oVkMj897cKgFH7fRW,latin-airplay
1662,Banda Los Recoditos,spotify:artist:4bPiOPI4V99cepEftvBYak,2304197,"['banda', 'grupera', 'regional mexican', 'regional mexican pop']",72,4bPiOPI4V99cepEftvBYak,latin-airplay
1663,Calibre 50,spotify:artist:4jogXSSvlyMkODGSZ2wc2P,3775931,"['banda', 'norteno', 'regional mexican']",78,4jogXSSvlyMkODGSZ2wc2P,latin-airplay
1664,Edwin Luna,spotify:artist:4LFOoXhMhnq9U8VsZkSwxl,1708744,"['banda', 'regional mexican']",71,4LFOoXhMhnq9U8VsZkSwxl,latin-airplay
1665,Chino,spotify:artist:5P1u2dpO21b3fcnwofPqoQ,294,[],40,5P1u2dpO21b3fcnwofPqoQ,latin-airplay
1666,Lenny Tavarez,spotify:artist:1pQWsZQehhS4wavwh7Fnxd,666260,"['latin', 'reggaeton flow', 'trap argentino']",89,1pQWsZQehhS4wavwh7Fnxd,latin-airplay
1667,Pedro Capo,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,1125471,"['latin', 'latin pop', 'puerto rican pop']",79,4QVBYiagIaa6ZGSPMbybpy,latin-airplay
1668,Enigma Nortno,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,1125471,"['latin', 'latin pop', 'puerto rican pop']",79,4QVBYiagIaa6ZGSPMbybpy,latin-airplay
1669,Dalex,spotify:artist:0KPX4Ucy9dk82uj4GpKesn,1619723,"['latin', 'r&b en espanol']",89,0KPX4Ucy9dk82uj4GpKesn,latin-airplay
1670,Banda Carnaval,spotify:artist:7GDNgrx8eZN7CONSMuoCSg,1357,[],33,7GDNgrx8eZN7CONSMuoCSg,latin-airplay
1671,Carlos Rivera,spotify:artist:39yVoqm6sYFvvqF1RciUVf,1590140,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",78,39yVoqm6sYFvvqF1RciUVf,latin-airplay
1672,Ivy Queen,spotify:artist:6p2442ymrT9lZEuCZJdYcH,1028789,"['latin', 'latin hip hop', 'rap latina', 'reggaeton', 'reggaeton flow', 'tropical']",64,6p2442ymrT9lZEuCZJdYcH,latin-airplay
1673,Pesado,spotify:artist:4BwiodzEp9Hwes5HeFjMVK,902653,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",69,4BwiodzEp9Hwes5HeFjMVK,latin-airplay
1674,Banda Tierra Sagrada,spotify:artist:0v7JYEoQOQbzNNESKwxmzT,1075681,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",60,0v7JYEoQOQbzNNESKwxmzT,latin-airplay
1675,Monsieur JOB,spotify:artist:6OVt1r9MMcNXZc0P0npaWR,39948,[],19,6OVt1r9MMcNXZc0P0npaWR,latin-digital-song-sales
1676,Monsieur Job,spotify:artist:6OVt1r9MMcNXZc0P0npaWR,39948,[],19,6OVt1r9MMcNXZc0P0npaWR,latin-digital-song-sales
1677,Gente de Zona,spotify:artist:2cy1zPcrFcXAJTP0APWewL,1242475,"['cubaton', 'latin', 'latin hip hop', 'latin pop', 'tropical']",74,2cy1zPcrFcXAJTP0APWewL,latin-digital-song-sales
1678,Tercer Cielo,spotify:artist:2bimgkRmsxRhhuWsOnd5rz,775051,"['latin christian', 'latin worship', 'mariachi cristiano']",65,2bimgkRmsxRhhuWsOnd5rz,latin-digital-song-sales
1679,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,6790959,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop rap']",83,540vIaP2JwjQb9dm3aArA4,latin-digital-song-sales
1680,Chalino Sanchez,spotify:artist:7u9m43vPVTERaALXXOzrRq,1102620,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",71,7u9m43vPVTERaALXXOzrRq,regional-mexican-albums
1681,Lenin Ramirez,spotify:artist:3hTffafUYLLgO4yuPAxb5U,868874,['regional mexican pop'],73,3hTffafUYLLgO4yuPAxb5U,regional-mexican-albums
1682,Los Angeles Azules,spotify:artist:0ZCO8oVkMj897cKgFH7fRW,3059740,"['grupera', 'gruperas inmortales', 'nu-cumbia', 'regional mexican']",79,0ZCO8oVkMj897cKgFH7fRW,regional-mexican-albums
1683,T3r Elemento,spotify:artist:34nbQa7Hug9DYkRJpfKNFv,1394537,"['norteno', 'regional mexican pop']",75,34nbQa7Hug9DYkRJpfKNFv,regional-mexican-albums
1684,Pancho Barraza,spotify:artist:5dmU7FrmtbQaSzIvGsE4Jp,1223035,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",68,5dmU7FrmtbQaSzIvGsE4Jp,latin-regional-mexican-airplay
1685,Raymix,spotify:artist:0hHT2BH7XTm3ZdZb6CX064,327686,['nu-cumbia'],67,0hHT2BH7XTm3ZdZb6CX064,latin-regional-mexican-airplay
1686,Calibre 50,spotify:artist:4jogXSSvlyMkODGSZ2wc2P,3775931,"['banda', 'norteno', 'regional mexican']",78,4jogXSSvlyMkODGSZ2wc2P,latin-regional-mexican-airplay
1687,Los Huracanes del Norte,spotify:artist:2wmwGWrqRizLaSEYrm5dzZ,834535,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",67,2wmwGWrqRizLaSEYrm5dzZ,latin-regional-mexican-airplay
1688,Siggno,spotify:artist:6RTlv2UCWtRggV0rIo5TrN,88070,"['norteno', 'tejano', 'tex-mex']",52,6RTlv2UCWtRggV0rIo5TrN,latin-regional-mexican-airplay
1689,La Original Banda el Limon de Salvador Lizarraga,spotify:artist:2ghByd8ucnRTWceSAnAZ0G,1582053,"['banda', 'duranguense', 'grupera', 'norteno', 'ranchera', 'regional mexican', 'regional mexican pop']",63,2ghByd8ucnRTWceSAnAZ0G,latin-regional-mexican-airplay
1690,Giovanny Ayala,spotify:artist:1UVPfNPbTcrDocjT0O5jcv,124675,"['classic colombian pop', 'musica llanera']",46,1UVPfNPbTcrDocjT0O5jcv,latin-regional-mexican-airplay
1691,Espinoza Paz,spotify:artist:01rgao9OzfBm2BOHWJpi1Y,1377576,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",69,01rgao9OzfBm2BOHWJpi1Y,latin-regional-mexican-airplay
1692,Ulices Chaidez,spotify:artist:5npvUMe1CGnIhTX7OaLGVV,401117,['regional mexican pop'],67,5npvUMe1CGnIhTX7OaLGVV,latin-regional-mexican-airplay
1693,Banda Fortuna,spotify:artist:7tdLl1TJQ80SBEBGN8r0AY,12165,"['banda carnavalera', 'corrido', 'regional mexican pop']",44,7tdLl1TJQ80SBEBGN8r0AY,latin-regional-mexican-airplay
1694,Banda MS,spotify:artist:2C6i0I5RiGzDKN9IAF8reh,8271299,"['banda', 'norteno', 'regional mexican']",83,2C6i0I5RiGzDKN9IAF8reh,latin-regional-mexican-airplay
1695,Kanales,spotify:artist:6tV9ApzzUMjXsFNHpgZmvA,183767,"['corrido', 'regional mexican pop']",62,6tV9ApzzUMjXsFNHpgZmvA,latin-regional-mexican-airplay
